,EPAREGION,"State,County",State,County,County_with_county_appended,Risk,Governance,Built Environment,Natural Environment,Society,CRSI
1505,5,"Minnesota,Polk",Minnesota,Polk,Polk County,0.153,0.803,0.599,0.414,0.704,11.773
1506,5,"Minnesota,Pope",Minnesota,Pope,Pope County,0.176,0.842,0.273,0.414,0.791,6.49
1507,5,"Minnesota,Ramsey",Minnesota,Ramsey,Ramsey County,0.621,0.658,0.448,0.149,0.607,0.662
1508,5,"Minnesota,Red Lake",Minnesota,Red Lake,Red Lake County,0.152,0.861,0.313,0.407,0.597,5.723
1509,5,"Minnesota,Redwood",Minnesota,Redwood,Redwood County,0.144,0.839,0.351,0.431,0.825,10.136
1510,5,"Minnesota,Renville",Minnesota,Renville,Renville County,0.238,0.843,0.342,0.419,0.853,6.129
1511,5,"Minnesota,Rice",Minnesota,Rice,Rice County,0.303,0.754,0.392,0.404,0.692,3.792
1512,5,"Minnesota,Rock",Minnesota,Rock,Rock County,0.187,0.823,0.37,0.41,0.67,6.048
1513,5,"Minnesota,Roseau",Minnesota,Roseau,Roseau County,0.278,0.822,0.441,0.462,0.794,6.088
1514,5,"Minnesota,Scott",Minnesota,Scott,Scott County,0.504,0.74,0.421,0.404,0.666,2.307
1515,5,"Minnesota,Sherburne",Minnesota,Sherburne,Sherburne County,0.472,0.74,0.411,0.366,0.77,2.643
1516,5,"Minnesota,Sibley",Minnesota,Sibley,Sibley County,0.187,0.865,0.333,0.438,0.795,7.43
1517,5,"Minnesota,St. Louis",Minnesota,St. Louis,St. Louis County,0.165,0.718,0.861,0.453,0.607,14.06
1518,5,"Minnesota,Stearns",Minnesota,Stearns,Stearns County,0.314,0.743,0.587,0.412,0.746,5.688
1519,5,"Minnesota,Steele",Minnesota,Steele,Steele County,0.389,0.748,0.376,0.408,0.708,2.943
1520,5,"Minnesota,Stevens",Minnesota,Stevens,Stevens County,0.229,0.804,0.322,0.405,0.843,5.741
1521,5,"Minnesota,Swift",Minnesota,Swift,Swift County,0.213,0.832,0.31,0.426,0.783,5.823
1522,5,"Minnesota,Todd",Minnesota,Todd,Todd County,0.161,0.833,0.288,0.375,0.657,5.059
1523,5,"Minnesota,Traverse",Minnesota,Traverse,Traverse County,0.162,0.803,0.093,0.397,0.645,1.801
1524,5,"Minnesota,Wabasha",Minnesota,Wabasha,Wabasha County,0.154,0.792,0.32,0.584,0.792,10.644
1525,5,"Minnesota,Wadena",Minnesota,Wadena,Wadena County,0.215,0.806,0.279,0.401,0.726,4.488
1526,5,"Minnesota,Waseca",Minnesota,Waseca,Waseca County,0.152,0.749,0.315,0.429,0.746,7.264
1527,5,"Minnesota,Washington",Minnesota,Washington,Washington County,0.536,0.698,0.426,0.373,0.683,2.036
1528,5,"Minnesota,Watonwan",Minnesota,Watonwan,Watonwan County,0.231,0.798,0.341,0.401,0.69,4.545
1529,5,"Minnesota,Wilkin",Minnesota,Wilkin,Wilkin County,0.134,0.804,0.368,0.415,0.87,11.31
1530,5,"Minnesota,Winona",Minnesota,Winona,Winona County,0.149,0.737,0.398,0.598,0.628,10.114
1531,5,"Minnesota,Wright",Minnesota,Wright,Wright County,0.455,0.754,0.469,0.44,0.762,3.478
1532,5,"Minnesota,Yellow Medicine",Minnesota,Yellow Medicine,Yellow Medicine County,0.185,0.865,0.336,0.454,0.818,8.004
1533,5,"Ohio,Adams",Ohio,Adams,Adams County,0.129,0.636,0.365,0.375,0.387,2.256
1534,5,"Ohio,Allen",Ohio,Allen,Allen County,0.271,0.689,0.405,0.339,0.554,2.548
1535,5,"Ohio,Ashland",Ohio,Ashland,Ashland County,0.134,0.683,0.421,0.385,0.54,6.064
1536,5,"Ohio,Ashtabula",Ohio,Ashtabula,Ashtabula County,0.22,0.684,0.427,0.335,0.466,2.535
1537,5,"Ohio,Athens",Ohio,Athens,Athens County,0.193,0.646,0.436,0.329,0.388,1.96
1538,5,"Ohio,Auglaize",Ohio,Auglaize,Auglaize County,0.143,0.701,0.431,0.373,0.583,6.364
1539,5,"Ohio,Belmont",Ohio,Belmont,Belmont County,0.177,0.655,0.403,0.325,0.504,2.93
1540,5,"Ohio,Brown",Ohio,Brown,Brown County,0.147,0.664,0.358,0.362,0.477,3.008
1541,5,"Ohio,Butler",Ohio,Butler,Butler County,0.625,0.657,0.526,0.262,0.508,1.125
1542,5,"Ohio,Carroll",Ohio,Carroll,Carroll County,0.115,0.644,0.354,0.319,0.549,3.917
1543,5,"Ohio,Champaign",Ohio,Champaign,Champaign County,0.111,0.659,0.396,0.453,0.477,6.901
1544,5,"Ohio,Clark",Ohio,Clark,Clark County,0.313,0.656,0.321,0.389,0.482,1.325
1545,5,"Ohio,Clermont",Ohio,Clermont,Clermont County,0.346,0.65,0.352,0.317,0.524,1.14
1546,5,"Ohio,Clinton",Ohio,Clinton,Clinton County,0.223,0.679,0.365,0.333,0.463,1.705
1547,5,"Ohio,Columbiana",Ohio,Columbiana,Columbiana County,0.237,0.649,0.379,0.32,0.506,1.851
1548,5,"Ohio,Coshocton",Ohio,Coshocton,Coshocton County,0.13,0.665,0.37,0.341,0.495,3.551
1549,5,"Ohio,Crawford",Ohio,Crawford,Crawford County,0.163,0.66,0.357,0.443,0.554,4.857
1550,5,"Ohio,Cuyahoga",Ohio,Cuyahoga,Cuyahoga County,0.502,0.656,0.71,0.207,0.49,2.031
1551,5,"Ohio,Darke",Ohio,Darke,Darke County,0.171,0.682,0.413,0.432,0.591,5.899
1552,5,"Ohio,Defiance",Ohio,Defiance,Defiance County,0.12,0.687,0.368,0.374,0.623,6.775
1553,5,"Ohio,Delaware",Ohio,Delaware,Delaware County,0.418,0.663,0.457,0.461,0.522,2.49
1554,5,"Ohio,Erie",Ohio,Erie,Erie County,0.228,0.657,0.413,0.321,0.507,2.38
1555,5,"Ohio,Fairfield",Ohio,Fairfield,Fairfield County,0.33,0.668,0.457,0.413,0.517,2.785
1556,5,"Ohio,Fayette",Ohio,Fayette,Fayette County,0.194,0.685,0.386,0.396,0.51,3.547
1557,5,"Ohio,Franklin",Ohio,Franklin,Franklin County,0.662,0.629,0.671,0.256,0.463,1.447
1558,5,"Ohio,Fulton",Ohio,Fulton,Fulton County,0.17,0.717,0.424,0.32,0.669,5.551
1559,5,"Ohio,Gallia",Ohio,Gallia,Gallia County,0.17,0.613,0.372,0.347,0.351,0.878
1560,5,"Ohio,Geauga",Ohio,Geauga,Geauga County,0.262,0.694,0.481,0.428,0.612,4.708
1561,5,"Ohio,Greene",Ohio,Greene,Greene County,0.48,0.652,0.412,0.383,0.46,1.241
1562,5,"Ohio,Guernsey",Ohio,Guernsey,Guernsey County,0.158,0.684,0.433,0.325,0.513,4.095
1563,5,"Ohio,Hamilton",Ohio,Hamilton,Hamilton County,0.557,0.63,0.571,0.137,0.502,0.852
1564,5,"Ohio,Hancock",Ohio,Hancock,Hancock County,0.249,0.698,0.455,0.379,0.545,3.665
1565,5,"Ohio,Hardin",Ohio,Hardin,Hardin County,0.083,0.684,0.355,0.453,0.522,9.295
1566,5,"Ohio,Harrison",Ohio,Harrison,Harrison County,0.09,0.687,0.349,0.303,0.477,3.324
1567,5,"Ohio,Henry",Ohio,Henry,Henry County,0.116,0.721,0.393,0.376,0.641,8.179
1568,5,"Ohio,Highland",Ohio,Highland,Highland County,0.114,0.675,0.292,0.36,0.552,3.714
1569,5,"Ohio,Hocking",Ohio,Hocking,Hocking County,0.132,0.664,0.37,0.366,0.529,4.451
1570,5,"Ohio,Holmes",Ohio,Holmes,Holmes County,0.123,0.642,0.395,0.293,0.656,5.702
1571,5,"Ohio,Huron",Ohio,Huron,Huron County,0.141,0.686,0.447,0.43,0.539,7.046
1572,5,"Ohio,Jackson",Ohio,Jackson,Jackson County,0.15,0.619,0.362,0.323,0.461,1.887
1573,5,"Ohio,Jefferson",Ohio,Jefferson,Jefferson County,0.221,0.627,0.381,0.277,0.443,0.885
1574,5,"Ohio,Knox",Ohio,Knox,Knox County,0.108,0.668,0.398,0.356,0.52,5.78
1575,5,"Ohio,Lake",Ohio,Lake,Lake County,0.302,0.685,0.361,0.3,0.587,1.778
1576,5,"Ohio,Lawrence",Ohio,Lawrence,Lawrence County,0.286,0.623,0.384,0.374,0.365,0.99
1577,5,"Ohio,Licking",Ohio,Licking,Licking County,0.266,0.677,0.46,0.404,0.528,3.509
1578,5,"Ohio,Logan",Ohio,Logan,Logan County,0.117,0.658,0.429,0.366,0.548,6.631
1579,5,"Ohio,Lorain",Ohio,Lorain,Lorain County,0.519,0.683,0.498,0.3,0.492,1.376
1580,5,"Ohio,Lucas",Ohio,Lucas,Lucas County,0.521,0.682,0.483,0.19,0.476,0.713
1581,5,"Ohio,Madison",Ohio,Madison,Madison County,0.139,0.675,0.392,0.434,0.516,5.787
1582,5,"Ohio,Mahoning",Ohio,Mahoning,Mahoning County,0.368,0.643,0.46,0.312,0.525,1.813
1583,5,"Ohio,Marion",Ohio,Marion,Marion County,0.213,0.598,0.341,0.445,0.457,2.335
1584,5,"Ohio,Medina",Ohio,Medina,Medina County,0.444,0.686,0.424,0.365,0.614,2.076
1585,5,"Ohio,Meigs",Ohio,Meigs,Meigs County,0.204,0.635,0.334,0.328,0.351,0.107
1586,5,"Ohio,Mercer",Ohio,Mercer,Mercer County,0.103,0.689,0.406,0.422,0.681,11.09
1587,5,"Ohio,Miami",Ohio,Miami,Miami County,0.365,0.68,0.354,0.384,0.567,1.861
1588,5,"Ohio,Monroe",Ohio,Monroe,Monroe County,0.123,0.631,0.342,0.333,0.475,2.389
1589,5,"Ohio,Montgomery",Ohio,Montgomery,Montgomery County,0.666,0.641,0.544,0.284,0.479,1.098
1590,5,"Ohio,Morgan",Ohio,Morgan,Morgan County,0.161,0.656,0.333,0.303,0.474,1.36
1591,5,"Ohio,Morrow",Ohio,Morrow,Morrow County,0.094,0.655,0.337,0.402,0.481,5.195
1592,5,"Ohio,Muskingum",Ohio,Muskingum,Muskingum County,0.212,0.654,0.389,0.318,0.492,2.081
1593,5,"Ohio,Noble",Ohio,Noble,Noble County,0.125,0.624,0.334,0.311,0.476,1.708
1594,5,"Ohio,Ottawa",Ohio,Ottawa,Ottawa County,0.225,0.701,0.375,0.289,0.579,2.44
1595,5,"Ohio,Paulding",Ohio,Paulding,Paulding County,0.119,0.718,0.425,0.356,0.493,5.807
1596,5,"Ohio,Perry",Ohio,Perry,Perry County,0.163,0.67,0.42,0.345,0.393,2.513
1597,5,"Ohio,Pickaway",Ohio,Pickaway,Pickaway County,0.212,0.665,0.48,0.432,0.508,4.738
1598,5,"Ohio,Pike",Ohio,Pike,Pike County,0.155,0.623,0.395,0.359,0.425,2.522
1599,5,"Ohio,Portage",Ohio,Portage,Portage County,0.417,0.684,0.476,0.412,0.508,2.312
1600,5,"Ohio,Preble",Ohio,Preble,Preble County,0.131,0.697,0.374,0.423,0.448,4.666
1601,5,"Ohio,Putnam",Ohio,Putnam,Putnam County,0.159,0.73,0.423,0.318,0.723,6.684
1602,5,"Ohio,Richland",Ohio,Richland,Richland County,0.231,0.633,0.489,0.351,0.567,3.958
1603,5,"Ohio,Ross",Ohio,Ross,Ross County,0.167,0.651,0.443,0.394,0.432,3.892
1604,5,"Ohio,Sandusky",Ohio,Sandusky,Sandusky County,0.188,0.673,0.438,0.332,0.573,4.168
1605,5,"Ohio,Scioto",Ohio,Scioto,Scioto County,0.198,0.609,0.448,0.36,0.372,2.113
1606,5,"Ohio,Seneca",Ohio,Seneca,Seneca County,0.18,0.702,0.397,0.401,0.565,4.745
1607,5,"Ohio,Shelby",Ohio,Shelby,Shelby County,0.161,0.706,0.377,0.35,0.564,4.205
1608,5,"Ohio,Stark",Ohio,Stark,Stark County,0.497,0.645,0.548,0.268,0.545,1.68
1609,5,"Ohio,Summit",Ohio,Summit,Summit County,0.633,0.674,0.514,0.238,0.543,1.099
1610,5,"Ohio,Trumbull",Ohio,Trumbull,Trumbull County,0.31,0.66,0.491,0.398,0.468,2.799
1611,5,"Ohio,Tuscarawas",Ohio,Tuscarawas,Tuscarawas County,0.26,0.676,0.49,0.301,0.558,3.156
1612,5,"Ohio,Union",Ohio,Union,Union County,0.198,0.661,0.429,0.402,0.527,4.16
1613,5,"Ohio,Van Wert",Ohio,Van Wert,Van Wert County,0.27,0.689,0.336,0.388,0.531,2.147
1614,5,"Ohio,Vinton",Ohio,Vinton,Vinton County,0.162,0.663,0.333,0.385,0.363,1.303
1615,5,"Ohio,Warren",Ohio,Warren,Warren County,0.644,0.664,0.408,0.357,0.529,1.041
1616,5,"Ohio,Washington",Ohio,Washington,Washington County,0.208,0.636,0.469,0.332,0.484,3.134
1617,5,"Ohio,Wayne",Ohio,Wayne,Wayne County,0.26,0.676,0.55,0.382,0.635,5.093
1618,5,"Ohio,Williams",Ohio,Williams,Williams County,0.138,0.713,0.468,0.379,0.535,6.857
1619,5,"Ohio,Wood",Ohio,Wood,Wood County,0.354,0.705,0.594,0.367,0.529,3.467
1620,5,"Ohio,Wyandot",Ohio,Wyandot,Wyandot County,0.133,0.71,0.391,0.413,0.555,6.453
1621,5,"Wisconsin,Adams",Wisconsin,Adams,Adams County,0.161,0.741,0.423,0.394,0.506,5.143
1622,5,"Wisconsin,Ashland",Wisconsin,Ashland,Ashland County,0.107,0.766,0.364,0.484,0.737,12.788
1623,5,"Wisconsin,Barron",Wisconsin,Barron,Barron County,0.173,0.775,0.429,0.449,0.704,8.1
1624,5,"Wisconsin,Bayfield",Wisconsin,Bayfield,Bayfield County,0.113,0.819,0.309,0.497,0.64,9.905
1625,5,"Wisconsin,Brown",Wisconsin,Brown,Brown County,0.587,0.703,0.599,0.351,0.608,2.31
1626,5,"Wisconsin,Buffalo",Wisconsin,Buffalo,Buffalo County,0.119,0.851,0.365,0.393,0.599,8.096
1627,5,"Wisconsin,Burnett",Wisconsin,Burnett,Burnett County,0.325,0.807,0.253,0.52,0.582,2.78
1628,5,"Wisconsin,Calumet",Wisconsin,Calumet,Calumet County,0.35,0.727,0.443,0.431,0.623,3.405
1629,5,"Wisconsin,Chippewa",Wisconsin,Chippewa,Chippewa County,0.21,0.749,0.576,0.42,0.624,7.344
1630,5,"Wisconsin,Clark",Wisconsin,Clark,Clark County,0.102,0.841,0.491,0.508,0.668,16.759
1631,5,"Wisconsin,Columbia",Wisconsin,Columbia,Columbia County,0.309,0.789,0.578,0.417,0.653,5.291
1632,5,"Wisconsin,Crawford",Wisconsin,Crawford,Crawford County,0.138,0.794,0.376,0.384,0.641,7.272
1633,5,"Wisconsin,Dane",Wisconsin,Dane,Dane County,0.572,0.703,0.803,0.388,0.623,3.533
1634,5,"Wisconsin,Dodge",Wisconsin,Dodge,Dodge County,0.236,0.765,0.603,0.475,0.624,7.47
1635,5,"Wisconsin,Door",Wisconsin,Door,Door County,0.107,0.74,0.507,0.407,0.732,14.253
1636,5,"Wisconsin,Douglas",Wisconsin,Douglas,Douglas County,0.183,0.748,0.409,0.461,0.57,5.975
1637,5,"Wisconsin,Dunn",Wisconsin,Dunn,Dunn County,0.123,0.784,0.519,0.377,0.63,10.843
1638,5,"Wisconsin,Eau Claire",Wisconsin,Eau Claire,Eau Claire County,0.264,0.715,0.47,0.396,0.59,4.175
1639,5,"Wisconsin,Florence",Wisconsin,Florence,Florence County,0.081,0.774,0.347,0.617,0.472,14.071
1640,5,"Wisconsin,Fond du Lac",Wisconsin,Fond du Lac,Fond du Lac County,0.237,0.735,0.538,0.463,0.647,6.653
1641,5,"Wisconsin,Forest",Wisconsin,Forest,Forest County,0.098,0.794,0.359,0.616,0.613,14.998
1642,5,"Wisconsin,Grant",Wisconsin,Grant,Grant County,0.151,0.779,0.663,0.397,0.679,12.316
1643,5,"Wisconsin,Green",Wisconsin,Green,Green County,0.248,0.773,0.424,0.354,0.667,4.382
1644,5,"Wisconsin,Green Lake",Wisconsin,Green Lake,Green Lake County,0.134,0.783,0.345,0.43,0.689,8.296
1645,5,"Wisconsin,Iowa",Wisconsin,Iowa,Iowa County,0.115,0.841,0.475,0.353,0.699,11.706
1646,5,"Wisconsin,Iron",Wisconsin,Iron,Iron County,0.094,0.787,0.321,0.48,0.661,11.893
1647,5,"Wisconsin,Jackson",Wisconsin,Jackson,Jackson County,0.094,0.834,0.408,0.47,0.599,13.354
1648,5,"Wisconsin,Jefferson",Wisconsin,Jefferson,Jefferson County,0.297,0.743,0.525,0.452,0.636,5.064
1649,5,"Wisconsin,Juneau",Wisconsin,Juneau,Juneau County,0.158,0.794,0.464,0.46,0.57,8.118
1650,5,"Wisconsin,Kenosha",Wisconsin,Kenosha,Kenosha County,0.472,0.681,0.421,0.407,0.477,1.573
1651,5,"Wisconsin,Kewaunee",Wisconsin,Kewaunee,Kewaunee County,0.14,0.782,0.373,0.465,0.698,9.231
1652,5,"Wisconsin,La Crosse",Wisconsin,La Crosse,La Crosse County,0.377,0.684,0.455,0.416,0.6,2.909
1653,5,"Wisconsin,Lafayette",Wisconsin,Lafayette,Lafayette County,0.117,0.873,0.425,0.366,0.713,11.132
1654,5,"Wisconsin,Langlade",Wisconsin,Langlade,Langlade County,0.116,0.778,0.33,0.533,0.655,10.776
1655,5,"Wisconsin,Lincoln",Wisconsin,Lincoln,Lincoln County,0.209,0.761,0.4,0.497,0.672,6.561
1656,5,"Wisconsin,Manitowoc",Wisconsin,Manitowoc,Manitowoc County,0.324,0.743,0.487,0.413,0.628,3.974
1657,5,"Wisconsin,Marathon",Wisconsin,Marathon,Marathon County,0.243,0.744,0.703,0.432,0.615,7.787
1658,5,"Wisconsin,Marinette",Wisconsin,Marinette,Marinette County,0.124,0.73,0.583,0.422,0.56,11.417
1659,5,"Wisconsin,Marquette",Wisconsin,Marquette,Marquette County,0.115,0.82,0.422,0.393,0.655,10.432
1660,5,"Wisconsin,Menominee",Wisconsin,Menominee,Menominee County,0.269,0.635,0.331,0.725,0.193,2.526
1661,5,"Wisconsin,Milwaukee",Wisconsin,Milwaukee,Milwaukee County,0.363,0.677,0.564,0.363,0.467,2.729
1662,5,"Wisconsin,Monroe",Wisconsin,Monroe,Monroe County,0.156,0.777,0.511,0.411,0.616,8.732
1663,5,"Wisconsin,Oconto",Wisconsin,Oconto,Oconto County,0.137,0.785,0.491,0.398,0.634,9.615
1664,5,"Wisconsin,Oneida",Wisconsin,Oneida,Oneida County,0.096,0.73,0.498,0.509,0.691,17.314
1665,5,"Wisconsin,Outagamie",Wisconsin,Outagamie,Outagamie County,0.558,0.705,0.603,0.438,0.69,3.132
1666,5,"Wisconsin,Ozaukee",Wisconsin,Ozaukee,Ozaukee County,0.266,0.707,0.347,0.463,0.646,3.904
1667,5,"Wisconsin,Pepin",Wisconsin,Pepin,Pepin County,0.171,0.857,0.295,0.395,0.592,4.529
1668,5,"Wisconsin,Pierce",Wisconsin,Pierce,Pierce County,0.248,0.796,0.423,0.399,0.678,4.982
1669,5,"Wisconsin,Polk",Wisconsin,Polk,Polk County,0.114,0.806,0.416,0.473,0.729,13.264
1670,5,"Wisconsin,Portage",Wisconsin,Portage,Portage County,0.164,0.74,0.499,0.367,0.618,7.235
1671,5,"Wisconsin,Price",Wisconsin,Price,Price County,0.092,0.793,0.409,0.499,0.735,16.821
1672,5,"Wisconsin,Racine",Wisconsin,Racine,Racine County,0.443,0.691,0.374,0.419,0.543,1.77
1673,5,"Wisconsin,Richland",Wisconsin,Richland,Richland County,0.086,0.813,0.382,0.375,0.61,11.012
1674,5,"Wisconsin,Rock",Wisconsin,Rock,Rock County,0.32,0.696,0.566,0.419,0.516,3.898
1675,5,"Wisconsin,Rusk",Wisconsin,Rusk,Rusk County,0.185,0.823,0.34,0.477,0.568,5.498
1676,5,"Wisconsin,Sauk",Wisconsin,Sauk,Sauk County,0.174,0.763,0.566,0.375,0.659,8.547
1677,5,"Wisconsin,Sawyer",Wisconsin,Sawyer,Sawyer County,0.08,0.773,0.308,0.593,0.586,14.953
1678,5,"Wisconsin,Shawano",Wisconsin,Shawano,Shawano County,0.091,0.792,0.503,0.418,0.639,15.628
1679,5,"Wisconsin,Sheboygan",Wisconsin,Sheboygan,Sheboygan County,0.227,0.724,0.46,0.434,0.616,5.403
1680,5,"Wisconsin,St. Croix",Wisconsin,St. Croix,St. Croix County,0.312,0.765,0.52,0.431,0.673,4.911
1681,5,"Wisconsin,Taylor",Wisconsin,Taylor,Taylor County,0.098,0.825,0.385,0.46,0.628,12.36
1682,5,"Wisconsin,Trempealeau",Wisconsin,Trempealeau,Trempealeau County,0.113,0.832,0.476,0.401,0.594,11.117
1683,5,"Wisconsin,Vernon",Wisconsin,Vernon,Vernon County,0.119,0.812,0.408,0.371,0.643,9.013
1684,5,"Wisconsin,Vilas",Wisconsin,Vilas,Vilas County,0.113,0.733,0.436,0.64,0.611,14.77
1685,5,"Wisconsin,Walworth",Wisconsin,Walworth,Walworth County,0.37,0.714,0.51,0.474,0.519,3.406
1686,5,"Wisconsin,Washburn",Wisconsin,Washburn,Washburn County,0.086,0.809,0.324,0.5,0.663,14.066
1687,5,"Wisconsin,Washington",Wisconsin,Washington,Washington County,0.494,0.698,0.463,0.398,0.706,2.623
1688,5,"Wisconsin,Waukesha",Wisconsin,Waukesha,Waukesha County,0.609,0.7,0.522,0.381,0.671,2.214
1689,5,"Wisconsin,Waupaca",Wisconsin,Waupaca,Waupaca County,0.152,0.774,0.509,0.365,0.726,9.519
1690,5,"Wisconsin,Waushara",Wisconsin,Waushara,Waushara County,0.247,0.795,0.454,0.37,0.606,4.474
1691,5,"Wisconsin,Winnebago",Wisconsin,Winnebago,Winnebago County,0.535,0.709,0.46,0.416,0.578,2.043
1692,5,"Wisconsin,Wood",Wisconsin,Wood,Wood County,0.258,0.728,0.54,0.417,0.631,5.562
1693,6,"Arkansas,Arkansas",Arkansas,Arkansas,Arkansas County,0.216,0.56,0.395,0.513,0.566,4.572
1694,6,"Arkansas,Ashley",Arkansas,Ashley,Ashley County,0.139,0.506,0.346,0.456,0.527,4.214
1695,6,"Arkansas,Baxter",Arkansas,Baxter,Baxter County,0.18,0.408,0.433,0.486,0.455,3.621
1696,6,"Arkansas,Benton",Arkansas,Benton,Benton County,0.596,0.481,0.71,0.396,0.466,2.12
1697,6,"Arkansas,Boone",Arkansas,Boone,Boone County,0.171,0.449,0.383,0.401,0.585,3.541
1698,6,"Arkansas,Bradley",Arkansas,Bradley,Bradley County,0.123,0.499,0.309,0.468,0.416,2.357
1699,6,"Arkansas,Calhoun",Arkansas,Calhoun,Calhoun County,0.15,0.508,0.31,0.483,0.379,1.766
1700,6,"Arkansas,Carroll",Arkansas,Carroll,Carroll County,0.114,0.421,0.482,0.319,0.484,3.895
1701,6,"Arkansas,Chicot",Arkansas,Chicot,Chicot County,0.165,0.532,0.267,0.424,0.387,0.273
1702,6,"Arkansas,Clark",Arkansas,Clark,Clark County,0.134,0.397,0.407,0.469,0.546,5.269
1703,6,"Arkansas,Clay",Arkansas,Clay,Clay County,0.164,0.475,0.366,0.402,0.424,1.667
1704,6,"Arkansas,Cleburne",Arkansas,Cleburne,Cleburne County,0.352,0.453,0.421,0.395,0.49,1.441
1705,6,"Arkansas,Cleveland",Arkansas,Cleveland,Cleveland County,0.119,0.524,0.301,0.412,0.329,-0.145
1706,6,"Arkansas,Columbia",Arkansas,Columbia,Columbia County,0.229,0.506,0.384,0.457,0.494,2.728
1707,6,"Arkansas,Conway",Arkansas,Conway,Conway County,0.259,0.567,0.357,0.401,0.516,2.002
1708,6,"Arkansas,Craighead",Arkansas,Craighead,Craighead County,0.281,0.539,0.542,0.41,0.487,3.367
1709,6,"Arkansas,Crawford",Arkansas,Crawford,Crawford County,0.177,0.518,0.519,0.499,0.474,5.992
1710,6,"Arkansas,Crittenden",Arkansas,Crittenden,Crittenden County,0.469,0.559,0.427,0.449,0.419,1.334
1711,6,"Arkansas,Cross",Arkansas,Cross,Cross County,0.182,0.551,0.375,0.435,0.558,3.927
1712,6,"Arkansas,Dallas",Arkansas,Dallas,Dallas County,0.14,0.451,0.257,0.398,0.487,0.521
1713,6,"Arkansas,Desha",Arkansas,Desha,Desha County,0.232,0.556,0.307,0.457,0.379,1.038
1714,6,"Arkansas,Drew",Arkansas,Drew,Drew County,0.114,0.514,0.351,0.424,0.385,2.169
1715,6,"Arkansas,Faulkner",Arkansas,Faulkner,Faulkner County,0.505,0.592,0.461,0.398,0.494,1.523
1716,6,"Arkansas,Franklin",Arkansas,Franklin,Franklin County,0.214,0.526,0.392,0.551,0.411,3.413
1717,6,"Arkansas,Fulton",Arkansas,Fulton,Fulton County,0.185,0.427,0.36,0.435,0.438,1.71
1718,6,"Arkansas,Garland",Arkansas,Garland,Garland County,0.345,0.411,0.426,0.435,0.441,1.394
1719,6,"Arkansas,Grant",Arkansas,Grant,Grant County,0.123,0.52,0.394,0.44,0.422,3.911
1720,6,"Arkansas,Greene",Arkansas,Greene,Greene County,0.274,0.503,0.416,0.36,0.429,1.237
1721,6,"Arkansas,Hempstead",Arkansas,Hempstead,Hempstead County,0.308,0.411,0.468,0.451,0.397,1.778
1722,6,"Arkansas,Hot Spring",Arkansas,Hot Spring,Hot Spring County,0.143,0.41,0.356,0.419,0.487,2.41
1723,6,"Arkansas,Howard",Arkansas,Howard,Howard County,0.299,0.38,0.362,0.427,0.389,0.534
1724,6,"Arkansas,Independence",Arkansas,Independence,Independence County,0.199,0.451,0.461,0.354,0.46,2.267
1725,6,"Arkansas,Izard",Arkansas,Izard,Izard County,0.266,0.382,0.379,0.356,0.485,0.832
1726,6,"Arkansas,Jackson",Arkansas,Jackson,Jackson County,0.278,0.547,0.398,0.444,0.458,2.15
1727,6,"Arkansas,Jefferson",Arkansas,Jefferson,Jefferson County,0.161,0.536,0.447,0.475,0.442,4.75
1728,6,"Arkansas,Johnson",Arkansas,Johnson,Johnson County,0.233,0.538,0.387,0.611,0.373,3.447
1729,6,"Arkansas,Lafayette",Arkansas,Lafayette,Lafayette County,0.251,0.548,0.238,0.458,0.406,0.422
1730,6,"Arkansas,Lawrence",Arkansas,Lawrence,Lawrence County,0.185,0.508,0.368,0.41,0.413,1.666
1731,6,"Arkansas,Lee",Arkansas,Lee,Lee County,0.142,0.532,0.215,0.461,0.378,-0.13
1732,6,"Arkansas,Lincoln",Arkansas,Lincoln,Lincoln County,0.127,0.534,0.286,0.46,0.369,1.215
1733,6,"Arkansas,Little River",Arkansas,Little River,Little River County,0.26,0.428,0.364,0.495,0.406,1.589
1734,6,"Arkansas,Logan",Arkansas,Logan,Logan County,0.171,0.543,0.402,0.481,0.534,4.932
1735,6,"Arkansas,Lonoke",Arkansas,Lonoke,Lonoke County,0.319,0.605,0.536,0.455,0.511,3.619
1736,6,"Arkansas,Madison",Arkansas,Madison,Madison County,0.128,0.447,0.359,0.399,0.392,1.207
1737,6,"Arkansas,Marion",Arkansas,Marion,Marion County,0.225,0.435,0.38,0.408,0.442,1.408
1738,6,"Arkansas,Miller",Arkansas,Miller,Miller County,0.389,0.461,0.324,0.466,0.467,1
1739,6,"Arkansas,Mississippi",Arkansas,Mississippi,Mississippi County,0.172,0.533,0.492,0.394,0.45,4.053
1740,6,"Arkansas,Monroe",Arkansas,Monroe,Monroe County,0.23,0.567,0.324,0.497,0.511,2.84
1741,6,"Arkansas,Montgomery",Arkansas,Montgomery,Montgomery County,0.145,0.358,0.324,0.555,0.412,2.736
1742,6,"Arkansas,Nevada",Arkansas,Nevada,Nevada County,0.208,0.464,0.299,0.416,0.461,0.894
1743,6,"Arkansas,Newton",Arkansas,Newton,Newton County,0.258,0.449,0.355,0.521,0.329,1.244
1744,6,"Arkansas,Ouachita",Arkansas,Ouachita,Ouachita County,0.141,0.437,0.315,0.45,0.465,2.102
1745,6,"Arkansas,Perry",Arkansas,Perry,Perry County,0.175,0.551,0.352,0.504,0.503,4.073
