,EPAREGION,"State,County",State,County,County_with_county_appended,Risk,Governance,Built Environment,Natural Environment,Society,CRSI
2666,8,"Colorado,Sedgwick",Colorado,Sedgwick,Sedgwick County,0.126,0.641,0.249,0.316,0.478,0.152
2667,8,"Colorado,Summit",Colorado,Summit,Summit County,0.126,0.557,0.561,0.453,0.764,13.243
2668,8,"Colorado,Teller",Colorado,Teller,Teller County,0.168,0.546,0.505,0.452,0.65,7.637
2669,8,"Colorado,Washington",Colorado,Washington,Washington County,0.264,0.615,0.334,0.313,0.545,1.309
2670,8,"Colorado,Weld",Colorado,Weld,Weld County,0.302,0.556,0.971,0.305,0.523,6.36
2671,8,"Colorado,Yuma",Colorado,Yuma,Yuma County,0.162,0.522,0.447,0.312,0.649,4.653
2672,8,"Montana,Beaverhead",Montana,Beaverhead,Beaverhead County,0.083,0.557,0.412,0.45,0.798,16.037
2673,8,"Montana,Big Horn",Montana,Big Horn,Big Horn County,0.213,0.542,0.351,0.583,0.439,3.621
2674,8,"Montana,Blaine",Montana,Blaine,Blaine County,0.132,0.572,0.38,0.45,0.539,5.696
2675,8,"Montana,Broadwater",Montana,Broadwater,Broadwater County,0.091,0.552,0.323,0.451,0.626,8.275
2676,8,"Montana,Carbon",Montana,Carbon,Carbon County,0.135,0.571,0.482,0.448,0.831,11.762
2677,8,"Montana,Carter",Montana,Carter,Carter County,0.128,0.606,0.247,0.337,0.488,0.39
2678,8,"Montana,Cascade",Montana,Cascade,Cascade County,0.12,0.528,0.648,0.391,0.602,11.664
2679,8,"Montana,Chouteau",Montana,Chouteau,Chouteau County,0.14,0.605,0.399,0.343,0.809,7.866
2680,8,"Montana,Custer",Montana,Custer,Custer County,0.132,0.525,0.383,0.311,0.82,6.985
2681,8,"Montana,Daniels",Montana,Daniels,Daniels County,0.056,0.575,0.292,0.443,0.79,17.873
2682,8,"Montana,Dawson",Montana,Dawson,Dawson County,0.13,0.537,0.352,0.296,0.741,5.078
2683,8,"Montana,Deer Lodge",Montana,Deer Lodge,Deer Lodge County,0.08,0.505,0.233,0.541,0.516,5.822
2684,8,"Montana,Fallon",Montana,Fallon,Fallon County,0.083,0.564,0.311,0.274,0.729,6.005
2685,8,"Montana,Fergus",Montana,Fergus,Fergus County,0.129,0.543,0.407,0.307,0.767,6.857
2686,8,"Montana,Flathead",Montana,Flathead,Flathead County,0.114,0.536,0.827,0.545,0.697,21.584
2687,8,"Montana,Gallatin",Montana,Gallatin,Gallatin County,0.354,0.542,0.657,0.469,0.776,5.571
2688,8,"Montana,Garfield",Montana,Garfield,Garfield County,0.375,0.621,0.271,0.327,0.54,0.556
2689,8,"Montana,Glacier",Montana,Glacier,Glacier County,0.113,0.484,0.335,0.494,0.42,3.684
2690,8,"Montana,Golden Valley",Montana,Golden Valley,Golden Valley County,0.084,0.669,0.216,0.281,0.249,-6.829
2691,8,"Montana,Granite",Montana,Granite,Granite County,0.06,0.54,0.321,0.476,0.56,11.108
2692,8,"Montana,Hill",Montana,Hill,Hill County,0.114,0.522,0.33,0.288,0.683,3.961
2693,8,"Montana,Jefferson",Montana,Jefferson,Jefferson County,0.093,0.582,0.523,0.387,0.756,15.229
2694,8,"Montana,Judith Basin",Montana,Judith Basin,Judith Basin County,0.129,0.656,0.24,0.388,0.565,2.786
2695,8,"Montana,Lake",Montana,Lake,Lake County,0.116,0.55,0.481,0.515,0.59,10.841
2696,8,"Montana,Lewis and Clark",Montana,Lewis and Clark,Lewis and Clark County,0.133,0.532,0.591,0.458,0.725,12.489
2697,8,"Montana,Liberty",Montana,Liberty,Liberty County,0.073,0.545,0.271,0.299,0.503,-0.115
2698,8,"Montana,Lincoln",Montana,Lincoln,Lincoln County,0.078,0.511,0.507,0.525,0.645,18.224
2699,8,"Montana,Madison",Montana,Madison,Madison County,0.126,0.545,0.485,0.525,0.69,11.825
2700,8,"Montana,McCone",Montana,McCone,McCone County,0.215,0.56,0.31,0.351,0.833,4.111
2701,8,"Montana,Meagher",Montana,Meagher,Meagher County,0.101,0.595,0.289,0.432,0.39,1.903
2702,8,"Montana,Mineral",Montana,Mineral,Mineral County,0.108,0.56,0.297,0.654,0.589,10.318
2703,8,"Montana,Missoula",Montana,Missoula,Missoula County,0.114,0.536,0.616,0.442,0.642,13.437
2704,8,"Montana,Musselshell",Montana,Musselshell,Musselshell County,0.136,0.531,0.224,0.299,0.586,0.119
2705,8,"Montana,Park",Montana,Park,Park County,0.151,0.531,0.42,0.375,0.756,7.015
2706,8,"Montana,Petroleum",Montana,Petroleum,Petroleum County,0.311,0.658,0.177,0.437,0.354,-0.322
2707,8,"Montana,Phillips",Montana,Phillips,Phillips County,0.19,0.524,0.369,0.516,0.735,6.438
2708,8,"Montana,Pondera",Montana,Pondera,Pondera County,0.098,0.61,0.319,0.409,0.576,6.063
2709,8,"Montana,Powder River",Montana,Powder River,Powder River County,0.123,0.567,0.27,0.332,0.622,2.66
2710,8,"Montana,Powell",Montana,Powell,Powell County,0.086,0.556,0.276,0.468,0.622,7.727
2711,8,"Montana,Prairie",Montana,Prairie,Prairie County,0.206,0.541,0.206,0.363,0.51,-0.077
2712,8,"Montana,Ravalli",Montana,Ravalli,Ravalli County,0.074,0.531,0.488,0.493,0.6,16.423
2713,8,"Montana,Richland",Montana,Richland,Richland County,0.106,0.537,0.383,0.331,0.6,5.18
2714,8,"Montana,Roosevelt",Montana,Roosevelt,Roosevelt County,0.153,0.565,0.455,0.595,0.514,8.194
2715,8,"Montana,Rosebud",Montana,Rosebud,Rosebud County,0.163,0.562,0.5,0.308,0.558,4.588
2716,8,"Montana,Sanders",Montana,Sanders,Sanders County,0.103,0.567,0.542,0.473,0.691,14.805
2717,8,"Montana,Sheridan",Montana,Sheridan,Sheridan County,0.121,0.588,0.29,0.323,0.867,7.094
2718,8,"Montana,Silver Bow",Montana,Silver Bow,Silver Bow County,0.079,0.493,0.348,0.401,0.682,9.441
2719,8,"Montana,Stillwater",Montana,Stillwater,Stillwater County,0.154,0.606,0.419,0.337,0.634,5.162
2720,8,"Montana,Sweet Grass",Montana,Sweet Grass,Sweet Grass County,0.125,0.62,0.315,0.33,0.723,5.505
2721,8,"Montana,Teton",Montana,Teton,Teton County,0.106,0.629,0.386,0.432,0.865,13.429
2722,8,"Montana,Toole",Montana,Toole,Toole County,0.048,0.526,0.299,0.263,0.773,10.149
2723,8,"Montana,Treasure",Montana,Treasure,Treasure County,0.093,0.666,0.232,0.267,0.405,-2.839
2724,8,"Montana,Valley",Montana,Valley,Valley County,0.266,0.552,0.45,0.407,0.912,5.799
2725,8,"Montana,Wheatland",Montana,Wheatland,Wheatland County,0.109,0.528,0.268,0.308,0.574,1.148
2726,8,"Montana,Wibaux",Montana,Wibaux,Wibaux County,0.168,0.567,0.197,0.296,0.573,-0.322
2727,8,"Montana,Yellowstone",Montana,Yellowstone,Yellowstone County,0.254,0.534,0.696,0.294,0.635,5.361
2728,8,"North Dakota,Adams",North Dakota,Adams,Adams County,0.183,0.574,0.311,0.248,0.743,2.577
2729,8,"North Dakota,Barnes",North Dakota,Barnes,Barnes County,0.121,0.545,0.445,0.345,0.711,8.073
2730,8,"North Dakota,Benson",North Dakota,Benson,Benson County,0.223,0.615,0.408,0.461,0.484,3.539
2731,8,"North Dakota,Billings",North Dakota,Billings,Billings County,0.171,0.614,0.256,0.511,0.47,2.781
2732,8,"North Dakota,Bottineau",North Dakota,Bottineau,Bottineau County,0.121,0.532,0.391,0.417,0.743,8.749
2733,8,"North Dakota,Bowman",North Dakota,Bowman,Bowman County,0.107,0.506,0.327,0.291,0.99,9.677
2734,8,"North Dakota,Burke",North Dakota,Burke,Burke County,0.108,0.601,0.307,0.262,0.637,2.92
2735,8,"North Dakota,Burleigh",North Dakota,Burleigh,Burleigh County,0.361,0.506,0.53,0.3,0.727,2.998
2736,8,"North Dakota,Cass",North Dakota,Cass,Cass County,0.268,0.545,0.707,0.4,0.623,6.095
2737,8,"North Dakota,Cavalier",North Dakota,Cavalier,Cavalier County,0.122,0.551,0.363,0.442,0.867,10.702
2738,8,"North Dakota,Dickey",North Dakota,Dickey,Dickey County,0.123,0.554,0.363,0.367,0.716,6.717
2739,8,"North Dakota,Divide",North Dakota,Divide,Divide County,0.082,0.485,0.33,0.238,0.814,6.719
2740,8,"North Dakota,Dunn",North Dakota,Dunn,Dunn County,0.139,0.61,0.304,0.358,0.771,5.879
2741,8,"North Dakota,Eddy",North Dakota,Eddy,Eddy County,0.103,0.595,0.216,0.382,0.496,0.803
2742,8,"North Dakota,Emmons",North Dakota,Emmons,Emmons County,0.117,0.591,0.348,0.282,0.843,7.421
2743,8,"North Dakota,Foster",North Dakota,Foster,Foster County,0.154,0.572,0.303,0.413,0.674,4.665
2744,8,"North Dakota,Golden Valley",North Dakota,Golden Valley,Golden Valley County,0.095,0.568,0.251,0.4,0.568,3.531
2745,8,"North Dakota,Grand Forks",North Dakota,Grand Forks,Grand Forks County,0.21,0.548,0.525,0.379,0.581,4.859
2746,8,"North Dakota,Grant",North Dakota,Grant,Grant County,0.184,0.622,0.276,0.277,0.496,0.084
2747,8,"North Dakota,Griggs",North Dakota,Griggs,Griggs County,0.157,0.567,0.304,0.271,0.62,1.671
2748,8,"North Dakota,Hettinger",North Dakota,Hettinger,Hettinger County,0.122,0.612,0.279,0.261,0.719,3.344
2749,8,"North Dakota,Kidder",North Dakota,Kidder,Kidder County,0.197,0.616,0.301,0.265,0.641,1.659
2750,8,"North Dakota,LaMoure",North Dakota,LaMoure,LaMoure County,0.116,0.624,0.405,0.333,0.655,6.948
2751,8,"North Dakota,Logan",North Dakota,Logan,Logan County,0.163,0.61,0.308,0.25,0.695,2.522
2752,8,"North Dakota,McHenry",North Dakota,McHenry,McHenry County,0.092,0.597,0.405,0.343,0.681,9.319
2753,8,"North Dakota,McIntosh",North Dakota,McIntosh,McIntosh County,0.113,0.6,0.318,0.3,0.736,5.578
2754,8,"North Dakota,McKenzie",North Dakota,McKenzie,McKenzie County,0.139,0.531,0.418,0.443,0.671,7.549
2755,8,"North Dakota,McLean",North Dakota,McLean,McLean County,0.115,0.592,0.51,0.399,0.843,13.818
2756,8,"North Dakota,Mercer",North Dakota,Mercer,Mercer County,0.125,0.55,0.487,0.314,0.676,7.611
2757,8,"North Dakota,Morton",North Dakota,Morton,Morton County,0.27,0.551,0.585,0.252,0.757,4.497
2758,8,"North Dakota,Mountrail",North Dakota,Mountrail,Mountrail County,0.138,0.573,0.412,0.376,0.575,5.235
2759,8,"North Dakota,Nelson",North Dakota,Nelson,Nelson County,0.209,0.604,0.384,0.386,0.735,4.885
2760,8,"North Dakota,Oliver",North Dakota,Oliver,Oliver County,0.107,0.589,0.279,0.279,0.49,-0.194
2761,8,"North Dakota,Pembina",North Dakota,Pembina,Pembina County,0.11,0.602,0.483,0.445,0.9,16.005
2762,8,"North Dakota,Pierce",North Dakota,Pierce,Pierce County,0.087,0.514,0.257,0.323,0.657,3.266
2763,8,"North Dakota,Ramsey",North Dakota,Ramsey,Ramsey County,0.174,0.537,0.344,0.408,0.873,6.727
2764,8,"North Dakota,Ransom",North Dakota,Ransom,Ransom County,0.168,0.581,0.335,0.324,0.767,4.618
2765,8,"North Dakota,Renville",North Dakota,Renville,Renville County,0.17,0.62,0.266,0.321,0.609,1.839
2766,8,"North Dakota,Richland",North Dakota,Richland,Richland County,0.139,0.594,0.469,0.36,0.689,7.808
2767,8,"North Dakota,Rolette",North Dakota,Rolette,Rolette County,0.09,0.482,0.376,0.472,0.646,10.147
2768,8,"North Dakota,Sargent",North Dakota,Sargent,Sargent County,0.303,0.65,0.33,0.336,0.729,2.596
2769,8,"North Dakota,Sheridan",North Dakota,Sheridan,Sheridan County,0.105,0.628,0.225,0.359,0.371,-1.544
2770,8,"North Dakota,Sioux",North Dakota,Sioux,Sioux County,0.261,0.65,0.276,0.567,0.065,-0.355
2771,8,"North Dakota,Slope",North Dakota,Slope,Slope County,0.172,0.652,0.183,0.415,0.378,-0.565
2772,8,"North Dakota,Stark",North Dakota,Stark,Stark County,0.1,0.529,0.51,0.289,0.742,10.516
2773,8,"North Dakota,Steele",North Dakota,Steele,Steele County,0.305,0.586,0.296,0.345,0.381,-0.093
2774,8,"North Dakota,Stutsman",North Dakota,Stutsman,Stutsman County,0.1,0.537,0.496,0.345,0.723,11.253
2775,8,"North Dakota,Towner",North Dakota,Towner,Towner County,0.093,0.61,0.339,0.377,0.618,7.045
2776,8,"North Dakota,Traill",North Dakota,Traill,Traill County,0.135,0.625,0.387,0.383,0.744,7.865
2777,8,"North Dakota,Walsh",North Dakota,Walsh,Walsh County,0.102,0.585,0.416,0.383,0.709,10.05
2778,8,"North Dakota,Ward",North Dakota,Ward,Ward County,0.093,0.537,0.631,0.373,0.656,15.33
2779,8,"North Dakota,Wells",North Dakota,Wells,Wells County,0.092,0.559,0.345,0.371,0.727,8.845
2780,8,"North Dakota,Williams",North Dakota,Williams,Williams County,0.098,0.51,0.52,0.313,0.665,9.914
2781,8,"South Dakota,Aurora",South Dakota,Aurora,Aurora County,0.09,0.677,0.252,0.229,0.824,5.883
2782,8,"South Dakota,Beadle",South Dakota,Beadle,Beadle County,0.145,0.535,0.36,0.248,0.753,4.04
2783,8,"South Dakota,Bennett",South Dakota,Bennett,Bennett County,0.151,0.455,0.212,0.555,0.33,0.212
2784,8,"South Dakota,Bon Homme",South Dakota,Bon Homme,Bon Homme County,0.097,0.586,0.341,0.358,0.776,9.286
2785,8,"South Dakota,Brookings",South Dakota,Brookings,Brookings County,0.103,0.547,0.463,0.403,0.634,9.881
2786,8,"South Dakota,Brown",South Dakota,Brown,Brown County,0.143,0.548,0.462,0.278,0.819,7.493
2787,8,"South Dakota,Brule",South Dakota,Brule,Brule County,0.144,0.555,0.267,0.358,0.767,4.541
2788,8,"South Dakota,Buffalo",South Dakota,Buffalo,Buffalo County,0.12,0.524,0.248,0.454,0.011,-5.625
2789,8,"South Dakota,Butte",South Dakota,Butte,Butte County,0.16,0.52,0.27,0.33,0.625,1.737
2790,8,"South Dakota,Campbell",South Dakota,Campbell,Campbell County,0.078,0.581,0.204,0.297,0.306,-6.97
2791,8,"South Dakota,Charles Mix",South Dakota,Charles Mix,Charles Mix County,0.129,0.6,0.383,0.466,0.574,6.952
2792,8,"South Dakota,Clark",South Dakota,Clark,Clark County,0.089,0.615,0.246,0.377,0.64,5.126
2793,8,"South Dakota,Clay",South Dakota,Clay,Clay County,0.067,0.534,0.325,0.333,0.508,3.212
2794,8,"South Dakota,Codington",South Dakota,Codington,Codington County,0.086,0.539,0.38,0.387,0.739,11.127
2795,8,"South Dakota,Corson",South Dakota,Corson,Corson County,0.162,0.628,0.287,0.59,0.135,0.656
2796,8,"South Dakota,Custer",South Dakota,Custer,Custer County,0.198,0.499,0.395,0.497,0.713,5.945
2797,8,"South Dakota,Davison",South Dakota,Davison,Davison County,0.155,0.525,0.365,0.275,0.772,4.448
2798,8,"South Dakota,Day",South Dakota,Day,Day County,0.079,0.566,0.333,0.456,0.886,16.546
2799,8,"South Dakota,Deuel",South Dakota,Deuel,Deuel County,0.055,0.636,0.335,0.382,0.636,13.073
2800,8,"South Dakota,Dewey",South Dakota,Dewey,Dewey County,0.178,0.539,0.311,0.569,0.326,2.289
2801,8,"South Dakota,Douglas",South Dakota,Douglas,Douglas County,0.176,0.615,0.272,0.246,0.711,1.93
2802,8,"South Dakota,Edmunds",South Dakota,Edmunds,Edmunds County,0.088,0.58,0.332,0.319,0.849,10.376
2803,8,"South Dakota,Fall River",South Dakota,Fall River,Fall River County,0.199,0.512,0.27,0.419,0.648,2.7
2804,8,"South Dakota,Faulk",South Dakota,Faulk,Faulk County,0.08,0.594,0.226,0.329,0.611,2.588
2805,8,"South Dakota,Grant",South Dakota,Grant,Grant County,0.086,0.566,0.372,0.46,0.793,14.496
2806,8,"South Dakota,Gregory",South Dakota,Gregory,Gregory County,0.151,0.598,0.258,0.322,0.588,1.528
2807,8,"South Dakota,Haakon",South Dakota,Haakon,Haakon County,0.275,0.557,0.254,0.29,0.721,1.322
2808,8,"South Dakota,Hamlin",South Dakota,Hamlin,Hamlin County,0.061,0.639,0.331,0.341,0.696,11.966
2809,8,"South Dakota,Hand",South Dakota,Hand,Hand County,0.117,0.584,0.238,0.341,0.674,3.274
2810,8,"South Dakota,Hanson",South Dakota,Hanson,Hanson County,0.089,0.677,0.291,0.344,0.462,2.306
2811,8,"South Dakota,Harding",South Dakota,Harding,Harding County,0.212,0.616,0.234,0.345,0.519,0.498
2812,8,"South Dakota,Hughes",South Dakota,Hughes,Hughes County,0.12,0.538,0.394,0.391,0.855,10.23
2813,8,"South Dakota,Hutchinson",South Dakota,Hutchinson,Hutchinson County,0.156,0.581,0.355,0.314,0.756,5.034
2814,8,"South Dakota,Hyde",South Dakota,Hyde,Hyde County,0.076,0.578,0.223,0.273,0.511,-2.035
2815,8,"South Dakota,Jackson",South Dakota,Jackson,Jackson County,0.229,0.49,0.281,0.464,0.384,0.585
2816,8,"South Dakota,Jerauld",South Dakota,Jerauld,Jerauld County,0.221,0.578,0.226,0.308,0.593,0.458
2817,8,"South Dakota,Jones",South Dakota,Jones,Jones County,0.113,0.57,0.255,0.282,0.612,1.267
2818,8,"South Dakota,Kingsbury",South Dakota,Kingsbury,Kingsbury County,0.144,0.615,0.334,0.381,0.84,7.588
2819,8,"South Dakota,Lake",South Dakota,Lake,Lake County,0.089,0.539,0.315,0.427,0.701,9.002
2820,8,"South Dakota,Lawrence",South Dakota,Lawrence,Lawrence County,0.256,0.512,0.431,0.498,0.639,4.461
2821,8,"South Dakota,Lincoln",South Dakota,Lincoln,Lincoln County,0.252,0.563,0.491,0.366,0.691,4.485
2822,8,"South Dakota,Lyman",South Dakota,Lyman,Lyman County,0.153,0.581,0.338,0.369,0.488,2.261
2823,8,"South Dakota,Marshall",South Dakota,Marshall,Marshall County,0.159,0.578,0.302,0.468,0.549,3.824
2824,8,"South Dakota,McCook",South Dakota,McCook,McCook County,0.158,0.643,0.356,0.334,0.83,6.607
2825,8,"South Dakota,McPherson",South Dakota,McPherson,McPherson County,0.092,0.525,0.257,0.387,0.421,-0.108
2826,8,"South Dakota,Meade",South Dakota,Meade,Meade County,0.212,0.531,0.443,0.323,0.732,4.462
2827,8,"South Dakota,Mellette",South Dakota,Mellette,Mellette County,0.189,0.553,0.226,0.373,0.3,-1.812
2828,8,"South Dakota,Miner",South Dakota,Miner,Miner County,0.077,0.574,0.249,0.25,0.528,-1.463
2829,8,"South Dakota,Minnehaha",South Dakota,Minnehaha,Minnehaha County,0.324,0.554,0.597,0.289,0.647,3.474
2830,8,"South Dakota,Moody",South Dakota,Moody,Moody County,0.076,0.602,0.269,0.474,0.618,9.201
2831,8,"South Dakota,Oglala Lakota",South Dakota,Oglala Lakota,Oglala Lakota County,0.153,0.391,0.394,0.557,0.131,0.435
2832,8,"South Dakota,Pennington",South Dakota,Pennington,Pennington County,0.264,0.497,0.649,0.41,0.649,5.715
2833,8,"South Dakota,Perkins",South Dakota,Perkins,Perkins County,0.208,0.588,0.178,0.257,0.741,0.713
2834,8,"South Dakota,Potter",South Dakota,Potter,Potter County,0.081,0.588,0.069,0.282,0.617,-3.983
2835,8,"South Dakota,Roberts",South Dakota,Roberts,Roberts County,0.084,0.586,0.38,0.638,0.784,20.26
2836,8,"South Dakota,Sanborn",South Dakota,Sanborn,Sanborn County,0.14,0.609,0.2,0.291,0.415,-2.341
2837,8,"South Dakota,Spink",South Dakota,Spink,Spink County,0.086,0.601,0.339,0.32,0.754,8.991
2838,8,"South Dakota,Stanley",South Dakota,Stanley,Stanley County,0.137,0.529,0.303,0.355,0.691,4.133
2839,8,"South Dakota,Sully",South Dakota,Sully,Sully County,0.094,0.587,0.216,0.337,0.654,2.923
2840,8,"South Dakota,Todd",South Dakota,Todd,Todd County,0.142,0.482,0.336,0.613,0.173,1.585
2841,8,"South Dakota,Tripp",South Dakota,Tripp,Tripp County,0.15,0.5,0.241,0.282,0.633,0.523
2842,8,"South Dakota,Turner",South Dakota,Turner,Turner County,0.185,0.654,0.345,0.381,0.841,6.282
2843,8,"South Dakota,Union",South Dakota,Union,Union County,0.11,0.602,0.427,0.392,0.634,8.575
2844,8,"South Dakota,Walworth",South Dakota,Walworth,Walworth County,0.087,0.534,0.24,0.34,0.777,6.204
2845,8,"South Dakota,Yankton",South Dakota,Yankton,Yankton County,0.133,0.523,0.319,0.368,0.771,5.963
2846,8,"South Dakota,Ziebach",South Dakota,Ziebach,Ziebach County,0.231,0.644,0.261,0.508,0.134,-0.635
2847,8,"Utah,Beaver",Utah,Beaver,Beaver County,0.135,0.534,0.552,0.507,0.59,10.459
2848,8,"Utah,Box Elder",Utah,Box Elder,Box Elder County,0.167,0.569,0.599,0.319,0.635,7.172
2849,8,"Utah,Cache",Utah,Cache,Cache County,0.267,0.554,0.541,0.494,0.638,5.482
2850,8,"Utah,Carbon",Utah,Carbon,Carbon County,0.12,0.546,0.438,0.444,0.564,7.619
2851,8,"Utah,Daggett",Utah,Daggett,Daggett County,0.128,0.572,0.311,0.61,0.404,5.428
2852,8,"Utah,Davis",Utah,Davis,Davis County,0.711,0.517,0.424,0.445,0.655,1.444
2853,8,"Utah,Duchesne",Utah,Duchesne,Duchesne County,0.075,0.584,0.423,0.449,0.589,12.889
2854,8,"Utah,Emery",Utah,Emery,Emery County,0.125,0.581,0.54,0.495,0.663,12.365
2855,8,"Utah,Garfield",Utah,Garfield,Garfield County,0.146,0.573,0.493,0.454,0.615,8.272
2856,8,"Utah,Grand",Utah,Grand,Grand County,0.147,0.47,0.372,0.547,0.606,6.78
2857,8,"Utah,Iron",Utah,Iron,Iron County,0.136,0.5,0.61,0.457,0.592,10.365
2858,8,"Utah,Juab",Utah,Juab,Juab County,0.148,0.539,0.436,0.38,0.783,7.924
2859,8,"Utah,Kane",Utah,Kane,Kane County,0.107,0.523,0.412,0.479,0.688,10.703
2860,8,"Utah,Millard",Utah,Millard,Millard County,0.112,0.575,0.576,0.455,0.578,12.208
2861,8,"Utah,Morgan",Utah,Morgan,Morgan County,0.155,0.546,0.462,0.371,0.701,6.897
2862,8,"Utah,Piute",Utah,Piute,Piute County,0.103,0.627,0.252,0.605,0.399,5.514
2863,8,"Utah,Rich",Utah,Rich,Rich County,0.11,0.458,0.393,0.427,0.604,6.762
2864,8,"Utah,Salt Lake",Utah,Salt Lake,Salt Lake County,0.775,0.515,0.768,0.236,0.612,1.734
2865,8,"Utah,San Juan",Utah,San Juan,San Juan County,0.127,0.524,0.481,0.492,0.617,9.625
2866,8,"Utah,Sanpete",Utah,Sanpete,Sanpete County,0.137,0.542,0.446,0.46,0.681,8.715
2867,8,"Utah,Sevier",Utah,Sevier,Sevier County,0.134,0.553,0.463,0.496,0.683,10.084
2868,8,"Utah,Summit",Utah,Summit,Summit County,0.156,0.543,0.57,0.429,0.606,8.408
2869,8,"Utah,Tooele",Utah,Tooele,Tooele County,0.141,0.534,0.615,0.365,0.565,8.348
2870,8,"Utah,Uintah",Utah,Uintah,Uintah County,0.117,0.518,0.518,0.546,0.601,12.161
2871,8,"Utah,Utah",Utah,Utah,Utah County,0.462,0.485,0.706,0.446,0.591,3.52
2872,8,"Utah,Wasatch",Utah,Wasatch,Wasatch County,0.147,0.519,0.513,0.539,0.637,9.909
2873,8,"Utah,Washington",Utah,Washington,Washington County,0.266,0.486,0.612,0.585,0.619,6.658
2874,8,"Utah,Wayne",Utah,Wayne,Wayne County,0.204,0.576,0.367,0.511,0.75,6.282
2875,8,"Utah,Weber",Utah,Weber,Weber County,0.569,0.51,0.459,0.393,0.63,1.647
2876,8,"Wyoming,Albany",Wyoming,Albany,Albany County,0.11,0.442,0.545,0.372,0.502,7.237
2877,8,"Wyoming,Big Horn",Wyoming,Big Horn,Big Horn County,0.115,0.562,0.313,0.524,0.681,8.924
2878,8,"Wyoming,Campbell",Wyoming,Campbell,Campbell County,0.227,0.53,0.683,0.397,0.634,6.938
2879,8,"Wyoming,Carbon",Wyoming,Carbon,Carbon County,0.094,0.54,0.626,0.533,0.685,19.825
2880,8,"Wyoming,Converse",Wyoming,Converse,Converse County,0.101,0.528,0.516,0.389,0.677,11.776
2881,8,"Wyoming,Crook",Wyoming,Crook,Crook County,0.201,0.518,0.376,0.311,0.709,3.383
2882,8,"Wyoming,Fremont",Wyoming,Fremont,Fremont County,0.132,0.54,0.589,0.464,0.602,10.801
2883,8,"Wyoming,Goshen",Wyoming,Goshen,Goshen County,0.119,0.533,0.366,0.242,0.621,2.722
2884,8,"Wyoming,Hot Springs",Wyoming,Hot Springs,Hot Springs County,0.189,0.533,0.218,0.476,0.622,2.674
2885,8,"Wyoming,Johnson",Wyoming,Johnson,Johnson County,0.143,0.507,0.395,0.395,0.873,8.731
2886,8,"Wyoming,Laramie",Wyoming,Laramie,Laramie County,0.171,0.512,0.566,0.268,0.599,4.999
2887,8,"Wyoming,Lincoln",Wyoming,Lincoln,Lincoln County,0.155,0.543,0.573,0.549,0.755,12.283
2888,8,"Wyoming,Natrona",Wyoming,Natrona,Natrona County,0.129,0.515,0.566,0.489,0.639,11.492
2889,8,"Wyoming,Niobrara",Wyoming,Niobrara,Niobrara County,0.257,0.546,0.25,0.316,0.505,-0.081
2890,8,"Wyoming,Park",Wyoming,Park,Park County,0.145,0.502,0.557,0.542,0.717,11.937
2891,8,"Wyoming,Platte",Wyoming,Platte,Platte County,0.123,0.501,0.409,0.375,0.658,6.56
2892,8,"Wyoming,Sheridan",Wyoming,Sheridan,Sheridan County,0.125,0.528,0.468,0.484,0.706,10.836
2893,8,"Wyoming,Sublette",Wyoming,Sublette,Sublette County,0.153,0.51,0.499,0.59,0.705,10.926
2894,8,"Wyoming,Sweetwater",Wyoming,Sweetwater,Sweetwater County,0.107,0.508,0.573,0.505,0.602,13.695
2895,8,"Wyoming,Teton",Wyoming,Teton,Teton County,0.154,0.514,0.573,0.567,0.721,12.025
