"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"38000","North Dakota state total","4","CA5N","809","492","        Couriers and messengers","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",54936,58269,"(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","811","493","        Warehousing and storage",8398,7696,12682,14615,10037,10528,11615,13181,14614,11392,12334,15180,18049,22204
"38000","North Dakota state total","4","CA5N","900","51","      Information",339513,342653,370701,389453,395797,435155,474606,464265,481905,465796,468355,483097,482893,513770
"38000","North Dakota state total","4","CA5N","901","511","        Publishing industries (except Internet)",128077,135423,148329,162301,159818,188110,208252,193462,211100,200800,213575,224510,219742,231012
"38000","North Dakota state total","4","CA5N","902","512","        Motion picture and sound recording industries",4964,4811,5926,6150,6108,5789,6654,6535,7973,7535,8221,9253,9609,10574
"38000","North Dakota state total","4","CA5N","903","515","        Broadcasting (except Internet)",53435,57806,60247,68088,67824,71697,76059,85302,76830,70614,65965,67354,68909,73321
"38000","North Dakota state total","4","CA5N","904","516","        Internet publishing and broadcasting 8/","(D)","(D)",566,598,"(D)","(D)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"38000","North Dakota state total","4","CA5N","905","517","        Telecommunications",98053,98482,103570,112427,118220,122034,132061,129121,133421,130314,138424,140446,145521,159833
"38000","North Dakota state total","4","CA5N","906","518","        Data processing, hosting, and related services",54017,45116,50248,37051,39919,43232,46559,43702,49195,53520,39497,38862,36078,35759
"38000","North Dakota state total","4","CA5N","907","519","        Other information services 8/","(D)","(D)",1815,2838,"(D)","(D)",5021,6143,3386,3013,2673,2672,3034,3271
"38000","North Dakota state total","4","CA5N","1000","52","      Finance and insurance",673047,703359,733608,773894,796305,849145,912502,973913,987937,1021749,1094558,1157653,1227219,1320350
"38000","North Dakota state total","4","CA5N","1001","521","        Monetary Authorities-central bank",0,0,0,0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","1002","522","        Credit intermediation and related activities",291369,310947,328360,350919,353482,383585,404797,431524,441962,460244,481120,519175,549729,581318
"38000","North Dakota state total","4","CA5N","1003","523","        Securities, commodity contracts, and other financial investments and related activities",65551,63084,61315,66497,66463,73003,70757,66501,80656,96455,108978,115100,121710,133400
"38000","North Dakota state total","4","CA5N","1004","524","        Insurance carriers and related activities",311557,327721,342408,354772,374379,389413,425865,465938,463917,463455,502395,521649,553560,602473
"38000","North Dakota state total","4","CA5N","1005","525","        Funds, trusts, and other financial vehicles",4570,1607,1525,1706,1981,3144,11083,9950,1402,"(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","1100","53","      Real estate and rental and leasing",156607,167487,187561,201273,204280,218201,207048,264841,291504,360659,537265,800552,889381,998255
"38000","North Dakota state total","4","CA5N","1101","531","        Real estate",84803,94191,104007,"(D)",107211,96218,74439,84573,120427,174339,259950,454092,493303,510450
"38000","North Dakota state total","4","CA5N","1102","532","        Rental and leasing services","(D)",70894,"(D)",92104,94788,119487,129678,176679,166820,185226,276240,345095,394121,486155
"38000","North Dakota state total","4","CA5N","1103","533","        Lessors of nonfinancial intangible assets (except copyrighted works)","(D)",2402,"(D)","(D)",2281,2496,2931,3589,4257,1094,1075,1365,1957,1650
"38000","North Dakota state total","4","CA5N","1200","54","      Professional, scientific, and technical services",456538,486677,511765,564126,629515,714909,763735,840302,834850,902523,999525,1231677,1395502,1580323
"38000","North Dakota state total","4","CA5N","1300","55","      Management of companies and enterprises",168168,168737,181091,217917,224820,257156,305582,306762,320469,336628,357665,393319,434215,479640
"38000","North Dakota state total","4","CA5N","1400","56","      Administrative and support and waste management and remediation services",274397,284705,273010,292157,327968,363279,376505,386087,390399,395695,477181,558696,576305,646600
"38000","North Dakota state total","4","CA5N","1401","561","        Administrative and support services",261017,269669,258673,276855,309902,343207,355497,364100,366258,365640,427216,486528,512589,574309
"38000","North Dakota state total","4","CA5N","1402","562","        Waste management and remediation services",13380,15036,14337,15302,18066,20072,21008,21987,24141,30055,49965,72168,63716,72291
"38000","North Dakota state total","4","CA5N","1500","61","      Educational services",73799,83096,83752,89798,84098,90936,93820,99539,106453,111388,115443,123100,125471,133783
"38000","North Dakota state total","4","CA5N","1600","62","      Health care and social assistance",1546965,1645779,1727340,1836182,1919943,2040055,2150216,2316867,2451740,2629713,2794899,2960947,3109935,3258587
"38000","North Dakota state total","4","CA5N","1601","621","        Ambulatory health care services",564154,590035,610335,654557,695750,737141,783731,871505,897095,951296,980667,1118778,1161259,1212908
"38000","North Dakota state total","4","CA5N","1602","622","        Hospitals",594549,630885,665489,713060,745984,795338,841837,890410,940394,1011119,1114716,1125401,1178133,1223220
"38000","North Dakota state total","4","CA5N","1603","623","        Nursing and residential care facilities",256635,286485,303493,317068,320988,340345,353747,377553,424117,463833,491051,500103,536253,570856
"38000","North Dakota state total","4","CA5N","1604","624","        Social assistance",131627,138374,148023,151497,157221,167231,170901,177399,190134,203465,208465,216665,234290,251603
"38000","North Dakota state total","4","CA5N","1700","71","      Arts, entertainment, and recreation",50819,59348,62479,64848,64104,66200,67823,72152,76024,79836,82735,90658,99352,105023
"38000","North Dakota state total","4","CA5N","1701","711","        Performing arts, spectator sports, and related industries",13327,15664,17366,19345,18108,17834,"(D)","(D)","(D)","(D)","(D)",24756,26049,27752
"38000","North Dakota state total","4","CA5N","1702","712","        Museums, historical sites, and similar institutions",3745,4416,4436,4976,4912,4758,"(D)","(D)","(D)","(D)","(D)",4120,4649,5166
"38000","North Dakota state total","4","CA5N","1703","713","        Amusement, gambling, and recreation industries",33747,39268,40677,40527,41084,43608,45532,48863,50599,53551,55623,61782,68654,72105
"38000","North Dakota state total","4","CA5N","1800","72","      Accommodation and food services",357288,373193,389156,409414,423021,441273,467499,484350,501387,530376,614372,736873,802258,878313
"38000","North Dakota state total","4","CA5N","1801","721","        Accommodation",80765,83275,84729,92262,96041,97277,101472,107004,98092,109020,135976,205267,236983,253820
"38000","North Dakota state total","4","CA5N","1802","722","        Food services and drinking places",276523,289918,304427,317152,326980,343996,366027,377346,403295,421356,478396,531606,565275,624493
"38000","North Dakota state total","4","CA5N","1900","81","      Other services (except public administration)",488138,533857,548345,579362,613120,647168,647684,637105,666946,710425,759426,846267,893618,968933
"38000","North Dakota state total","4","CA5N","1901","811","        Repair and maintenance","(D)","(D)",197667,204282,222382,235028,229030,219289,239145,262548,296346,339188,364741,404074
"38000","North Dakota state total","4","CA5N","1902","812","        Personal and laundry services",139359,148369,152211,160602,173312,187514,185055,172848,176945,188393,200631,224693,232216,251035
"38000","North Dakota state total","4","CA5N","1903","813","        Religious, grantmaking, civic, professional, and similar organizations",160169,178246,183185,198939,202446,209444,217721,229211,237264,247727,249662,269818,283289,298325
"38000","North Dakota state total","4","CA5N","1904","814","        Private households","(D)","(D)",15282,15539,14980,15182,15878,15757,13592,11757,12787,12568,13372,15499
"38000","North Dakota state total","4","CA5N","2000","...","    Government and government enterprises",2598582,2835022,3065681,3227927,3360477,3474221,3616337,3803767,4071502,4371989,4494009,4601434,4748532,4919873
"38000","North Dakota state total","4","CA5N","2001","...","      Federal, civilian",500196,526196,572214,615397,646731,657267,692396,713172,736505,781660,793699,785640,773814,788894
"38000","North Dakota state total","4","CA5N","2002","...","      Military",409376,502674,575801,598581,617730,618557,618121,628529,653862,695708,689281,715779,709942,705318
"38000","North Dakota state total","4","CA5N","2010","...","      State and local",1689010,1806152,1917666,2013949,2096016,2198397,2305820,2462066,2681135,2894621,3011029,3100015,3264776,3425661
"38000","North Dakota state total","4","CA5N","2011","...","        State government",663542,719428,770491,791167,833283,888251,933054,1003353,1104938,1202470,1254006,1297665,1362434,1421454
"38000","North Dakota state total","4","CA5N","2012","...","        Local government",1025468,1086724,1147175,1222782,1262733,1310146,1372766,1458713,1576197,1692151,1757023,1802350,1902342,2004207
"38001","Adams, ND","4","CA5N","10","...","Personal income",62642,53979,72192,69405,76851,75859,87128,78943,88593,94817,101916,127899,97267,103392
"38001","Adams, ND","4","CA5N","20","...","Population (persons) 2/",2542,2509,2469,2436,2405,2366,2362,2343,2325,2344,2299,2302,2366,2384
"38001","Adams, ND","4","CA5N","30","...","Per capita personal income (dollars)",24643,21514,29239,28491,31955,32062,36887,33693,38105,40451,44331,55560,41110,43369
"38001","Adams, ND","4","CA5N","35","...","Earnings by place of work",38798,30242,49156,46083,52672,50038,58944,47900,57857,63444,65714,92006,60362,64932
"38001","Adams, ND","4","CA5N","36","...","  less: Contributions for government social insurance 3/",3854,4076,4234,4542,4844,4988,5287,5295,5886,5739,5659,5694,6898,7091
"38001","Adams, ND","4","CA5N","37","...","    Employee and self-employed contributions for government social insurance",2105,2187,2291,2479,2675,2827,3105,3153,3376,3338,2890,2861,3688,3818
