"","EPAREGION","State","County","Risk","Governance","Built Environment","Natural Environment","Society","CRSI"
"1571",5,"Ohio","Huron","0.141",0.686,0.447,0.43,0.539,7.046
"1572",5,"Ohio","Jackson","0.15",0.619,0.362,0.323,0.461,1.887
"1573",5,"Ohio","Jefferson","0.221",0.627,0.381,0.277,0.443,0.885
"1574",5,"Ohio","Knox","0.108",0.668,0.398,0.356,0.52,5.78
"1575",5,"Ohio","Lake","0.302",0.685,0.361,0.3,0.587,1.778
"1576",5,"Ohio","Lawrence","0.286",0.623,0.384,0.374,0.365,0.99
"1577",5,"Ohio","Licking","0.266",0.677,0.46,0.404,0.528,3.509
"1578",5,"Ohio","Logan","0.117",0.658,0.429,0.366,0.548,6.631
"1579",5,"Ohio","Lorain","0.519",0.683,0.498,0.3,0.492,1.376
"1580",5,"Ohio","Lucas","0.521",0.682,0.483,0.19,0.476,0.713
"1581",5,"Ohio","Madison","0.139",0.675,0.392,0.434,0.516,5.787
"1582",5,"Ohio","Mahoning","0.368",0.643,0.46,0.312,0.525,1.813
"1583",5,"Ohio","Marion","0.213",0.598,0.341,0.445,0.457,2.335
"1584",5,"Ohio","Medina","0.444",0.686,0.424,0.365,0.614,2.076
"1585",5,"Ohio","Meigs","0.204",0.635,0.334,0.328,0.351,0.107
"1586",5,"Ohio","Mercer","0.103",0.689,0.406,0.422,0.681,11.09
"1587",5,"Ohio","Miami","0.365",0.68,0.354,0.384,0.567,1.861
"1588",5,"Ohio","Monroe","0.123",0.631,0.342,0.333,0.475,2.389
"1589",5,"Ohio","Montgomery","0.666",0.641,0.544,0.284,0.479,1.098
"1590",5,"Ohio","Morgan","0.161",0.656,0.333,0.303,0.474,1.36
"1591",5,"Ohio","Morrow","0.094",0.655,0.337,0.402,0.481,5.195
"1592",5,"Ohio","Muskingum","0.212",0.654,0.389,0.318,0.492,2.081
"1593",5,"Ohio","Noble","0.125",0.624,0.334,0.311,0.476,1.708
"1594",5,"Ohio","Ottawa","0.225",0.701,0.375,0.289,0.579,2.44
"1595",5,"Ohio","Paulding","0.119",0.718,0.425,0.356,0.493,5.807
"1596",5,"Ohio","Perry","0.163",0.67,0.42,0.345,0.393,2.513
"1597",5,"Ohio","Pickaway","0.212",0.665,0.48,0.432,0.508,4.738
"1598",5,"Ohio","Pike","0.155",0.623,0.395,0.359,0.425,2.522
"1599",5,"Ohio","Portage","0.417",0.684,0.476,0.412,0.508,2.312
"1600",5,"Ohio","Preble","0.131",0.697,0.374,0.423,0.448,4.666
"1601",5,"Ohio","Putnam","0.159",0.73,0.423,0.318,0.723,6.684
"1602",5,"Ohio","Richland","0.231",0.633,0.489,0.351,0.567,3.958
"1603",5,"Ohio","Ross","0.167",0.651,0.443,0.394,0.432,3.892
"1604",5,"Ohio","Sandusky","0.188",0.673,0.438,0.332,0.573,4.168
"1605",5,"Ohio","Scioto","0.198",0.609,0.448,0.36,0.372,2.113
"1606",5,"Ohio","Seneca","0.18",0.702,0.397,0.401,0.565,4.745
"1607",5,"Ohio","Shelby","0.161",0.706,0.377,0.35,0.564,4.205
"1608",5,"Ohio","Stark","0.497",0.645,0.548,0.268,0.545,1.68
"1609",5,"Ohio","Summit","0.633",0.674,0.514,0.238,0.543,1.099
"1610",5,"Ohio","Trumbull","0.31",0.66,0.491,0.398,0.468,2.799
"1611",5,"Ohio","Tuscarawas","0.26",0.676,0.49,0.301,0.558,3.156
"1612",5,"Ohio","Union","0.198",0.661,0.429,0.402,0.527,4.16
"1613",5,"Ohio","Van Wert","0.27",0.689,0.336,0.388,0.531,2.147
"1614",5,"Ohio","Vinton","0.162",0.663,0.333,0.385,0.363,1.303
"1615",5,"Ohio","Warren","0.644",0.664,0.408,0.357,0.529,1.041
"1616",5,"Ohio","Washington","0.208",0.636,0.469,0.332,0.484,3.134
"1617",5,"Ohio","Wayne","0.26",0.676,0.55,0.382,0.635,5.093
"1618",5,"Ohio","Williams","0.138",0.713,0.468,0.379,0.535,6.857
"1619",5,"Ohio","Wood","0.354",0.705,0.594,0.367,0.529,3.467
"1620",5,"Ohio","Wyandot","0.133",0.71,0.391,0.413,0.555,6.453
"1621",5,"Wisconsin","Adams","0.161",0.741,0.423,0.394,0.506,5.143
"1622",5,"Wisconsin","Ashland","0.107",0.766,0.364,0.484,0.737,12.788
"1623",5,"Wisconsin","Barron","0.173",0.775,0.429,0.449,0.704,8.1
"1624",5,"Wisconsin","Bayfield","0.113",0.819,0.309,0.497,0.64,9.905
"1625",5,"Wisconsin","Brown","0.587",0.703,0.599,0.351,0.608,2.31
"1626",5,"Wisconsin","Buffalo","0.119",0.851,0.365,0.393,0.599,8.096
"1627",5,"Wisconsin","Burnett","0.325",0.807,0.253,0.52,0.582,2.78
"1628",5,"Wisconsin","Calumet","0.35",0.727,0.443,0.431,0.623,3.405
"1629",5,"Wisconsin","Chippewa","0.21",0.749,0.576,0.42,0.624,7.344
"1630",5,"Wisconsin","Clark","0.102",0.841,0.491,0.508,0.668,16.759
"1631",5,"Wisconsin","Columbia","0.309",0.789,0.578,0.417,0.653,5.291
"1632",5,"Wisconsin","Crawford","0.138",0.794,0.376,0.384,0.641,7.272
"1633",5,"Wisconsin","Dane","0.572",0.703,0.803,0.388,0.623,3.533
"1634",5,"Wisconsin","Dodge","0.236",0.765,0.603,0.475,0.624,7.47
"1635",5,"Wisconsin","Door","0.107",0.74,0.507,0.407,0.732,14.253
"1636",5,"Wisconsin","Douglas","0.183",0.748,0.409,0.461,0.57,5.975
"1637",5,"Wisconsin","Dunn","0.123",0.784,0.519,0.377,0.63,10.843
"1638",5,"Wisconsin","Eau Claire","0.264",0.715,0.47,0.396,0.59,4.175
"1639",5,"Wisconsin","Florence","0.081",0.774,0.347,0.617,0.472,14.071
"1640",5,"Wisconsin","Fond du Lac","0.237",0.735,0.538,0.463,0.647,6.653
"1641",5,"Wisconsin","Forest","0.098",0.794,0.359,0.616,0.613,14.998
"1642",5,"Wisconsin","Grant","0.151",0.779,0.663,0.397,0.679,12.316
"1643",5,"Wisconsin","Green","0.248",0.773,0.424,0.354,0.667,4.382
"1644",5,"Wisconsin","Green Lake","0.134",0.783,0.345,0.43,0.689,8.296
"1645",5,"Wisconsin","Iowa","0.115",0.841,0.475,0.353,0.699,11.706
"1646",5,"Wisconsin","Iron","0.094",0.787,0.321,0.48,0.661,11.893
"1647",5,"Wisconsin","Jackson","0.094",0.834,0.408,0.47,0.599,13.354
"1648",5,"Wisconsin","Jefferson","0.297",0.743,0.525,0.452,0.636,5.064
"1649",5,"Wisconsin","Juneau","0.158",0.794,0.464,0.46,0.57,8.118
"1650",5,"Wisconsin","Kenosha","0.472",0.681,0.421,0.407,0.477,1.573
"1651",5,"Wisconsin","Kewaunee","0.14",0.782,0.373,0.465,0.698,9.231
"1652",5,"Wisconsin","La Crosse","0.377",0.684,0.455,0.416,0.6,2.909
"1653",5,"Wisconsin","Lafayette","0.117",0.873,0.425,0.366,0.713,11.132
"1654",5,"Wisconsin","Langlade","0.116",0.778,0.33,0.533,0.655,10.776
"1655",5,"Wisconsin","Lincoln","0.209",0.761,0.4,0.497,0.672,6.561
"1656",5,"Wisconsin","Manitowoc","0.324",0.743,0.487,0.413,0.628,3.974
"1657",5,"Wisconsin","Marathon","0.243",0.744,0.703,0.432,0.615,7.787
"1658",5,"Wisconsin","Marinette","0.124",0.73,0.583,0.422,0.56,11.417
"1659",5,"Wisconsin","Marquette","0.115",0.82,0.422,0.393,0.655,10.432
"1660",5,"Wisconsin","Menominee","0.269",0.635,0.331,0.725,0.193,2.526
"1661",5,"Wisconsin","Milwaukee","0.363",0.677,0.564,0.363,0.467,2.729
"1662",5,"Wisconsin","Monroe","0.156",0.777,0.511,0.411,0.616,8.732
"1663",5,"Wisconsin","Oconto","0.137",0.785,0.491,0.398,0.634,9.615
"1664",5,"Wisconsin","Oneida","0.096",0.73,0.498,0.509,0.691,17.314
"1665",5,"Wisconsin","Outagamie","0.558",0.705,0.603,0.438,0.69,3.132
"1666",5,"Wisconsin","Ozaukee","0.266",0.707,0.347,0.463,0.646,3.904
"1667",5,"Wisconsin","Pepin","0.171",0.857,0.295,0.395,0.592,4.529
"1668",5,"Wisconsin","Pierce","0.248",0.796,0.423,0.399,0.678,4.982
"1669",5,"Wisconsin","Polk","0.114",0.806,0.416,0.473,0.729,13.264
"1670",5,"Wisconsin","Portage","0.164",0.74,0.499,0.367,0.618,7.235
"1671",5,"Wisconsin","Price","0.092",0.793,0.409,0.499,0.735,16.821
"1672",5,"Wisconsin","Racine","0.443",0.691,0.374,0.419,0.543,1.77
"1673",5,"Wisconsin","Richland","0.086",0.813,0.382,0.375,0.61,11.012
"1674",5,"Wisconsin","Rock","0.32",0.696,0.566,0.419,0.516,3.898
"1675",5,"Wisconsin","Rusk","0.185",0.823,0.34,0.477,0.568,5.498
"1676",5,"Wisconsin","Sauk","0.174",0.763,0.566,0.375,0.659,8.547
"1677",5,"Wisconsin","Sawyer","0.08",0.773,0.308,0.593,0.586,14.953
"1678",5,"Wisconsin","Shawano","0.091",0.792,0.503,0.418,0.639,15.628
"1679",5,"Wisconsin","Sheboygan","0.227",0.724,0.46,0.434,0.616,5.403
"1680",5,"Wisconsin","St. Croix","0.312",0.765,0.52,0.431,0.673,4.911
"1681",5,"Wisconsin","Taylor","0.098",0.825,0.385,0.46,0.628,12.36
"1682",5,"Wisconsin","Trempealeau","0.113",0.832,0.476,0.401,0.594,11.117
"1683",5,"Wisconsin","Vernon","0.119",0.812,0.408,0.371,0.643,9.013
"1684",5,"Wisconsin","Vilas","0.113",0.733,0.436,0.64,0.611,14.77
"1685",5,"Wisconsin","Walworth","0.37",0.714,0.51,0.474,0.519,3.406
"1686",5,"Wisconsin","Washburn","0.086",0.809,0.324,0.5,0.663,14.066
"1687",5,"Wisconsin","Washington","0.494",0.698,0.463,0.398,0.706,2.623
"1688",5,"Wisconsin","Waukesha","0.609",0.7,0.522,0.381,0.671,2.214
"1689",5,"Wisconsin","Waupaca","0.152",0.774,0.509,0.365,0.726,9.519
"1690",5,"Wisconsin","Waushara","0.247",0.795,0.454,0.37,0.606,4.474
"1691",5,"Wisconsin","Winnebago","0.535",0.709,0.46,0.416,0.578,2.043
"1692",5,"Wisconsin","Wood","0.258",0.728,0.54,0.417,0.631,5.562
"1693",6,"Arkansas","Arkansas","0.216",0.56,0.395,0.513,0.566,4.572
"1694",6,"Arkansas","Ashley","0.139",0.506,0.346,0.456,0.527,4.214
"1695",6,"Arkansas","Baxter","0.18",0.408,0.433,0.486,0.455,3.621
"1696",6,"Arkansas","Benton","0.596",0.481,0.71,0.396,0.466,2.12
"1697",6,"Arkansas","Boone","0.171",0.449,0.383,0.401,0.585,3.541
"1698",6,"Arkansas","Bradley","0.123",0.499,0.309,0.468,0.416,2.357
"1699",6,"Arkansas","Calhoun","0.15",0.508,0.31,0.483,0.379,1.766
"1700",6,"Arkansas","Carroll","0.114",0.421,0.482,0.319,0.484,3.895
"1701",6,"Arkansas","Chicot","0.165",0.532,0.267,0.424,0.387,0.273
"1702",6,"Arkansas","Clark","0.134",0.397,0.407,0.469,0.546,5.269
"1703",6,"Arkansas","Clay","0.164",0.475,0.366,0.402,0.424,1.667
"1704",6,"Arkansas","Cleburne","0.352",0.453,0.421,0.395,0.49,1.441
"1705",6,"Arkansas","Cleveland","0.119",0.524,0.301,0.412,0.329,-0.145
"1706",6,"Arkansas","Columbia","0.229",0.506,0.384,0.457,0.494,2.728
"1707",6,"Arkansas","Conway","0.259",0.567,0.357,0.401,0.516,2.002
"1708",6,"Arkansas","Craighead","0.281",0.539,0.542,0.41,0.487,3.367
"1709",6,"Arkansas","Crawford","0.177",0.518,0.519,0.499,0.474,5.992
"1710",6,"Arkansas","Crittenden","0.469",0.559,0.427,0.449,0.419,1.334
"1711",6,"Arkansas","Cross","0.182",0.551,0.375,0.435,0.558,3.927
"1712",6,"Arkansas","Dallas","0.14",0.451,0.257,0.398,0.487,0.521
"1713",6,"Arkansas","Desha","0.232",0.556,0.307,0.457,0.379,1.038
"1714",6,"Arkansas","Drew","0.114",0.514,0.351,0.424,0.385,2.169
"1715",6,"Arkansas","Faulkner","0.505",0.592,0.461,0.398,0.494,1.523
"1716",6,"Arkansas","Franklin","0.214",0.526,0.392,0.551,0.411,3.413
"1717",6,"Arkansas","Fulton","0.185",0.427,0.36,0.435,0.438,1.71
"1718",6,"Arkansas","Garland","0.345",0.411,0.426,0.435,0.441,1.394
"1719",6,"Arkansas","Grant","0.123",0.52,0.394,0.44,0.422,3.911
"1720",6,"Arkansas","Greene","0.274",0.503,0.416,0.36,0.429,1.237
"1721",6,"Arkansas","Hempstead","0.308",0.411,0.468,0.451,0.397,1.778
"1722",6,"Arkansas","Hot Spring","0.143",0.41,0.356,0.419,0.487,2.41
"1723",6,"Arkansas","Howard","0.299",0.38,0.362,0.427,0.389,0.534
"1724",6,"Arkansas","Independence","0.199",0.451,0.461,0.354,0.46,2.267
"1725",6,"Arkansas","Izard","0.266",0.382,0.379,0.356,0.485,0.832
"1726",6,"Arkansas","Jackson","0.278",0.547,0.398,0.444,0.458,2.15
"1727",6,"Arkansas","Jefferson","0.161",0.536,0.447,0.475,0.442,4.75
"1728",6,"Arkansas","Johnson","0.233",0.538,0.387,0.611,0.373,3.447
"1729",6,"Arkansas","Lafayette","0.251",0.548,0.238,0.458,0.406,0.422
"1730",6,"Arkansas","Lawrence","0.185",0.508,0.368,0.41,0.413,1.666
"1731",6,"Arkansas","Lee","0.142",0.532,0.215,0.461,0.378,-0.13
"1732",6,"Arkansas","Lincoln","0.127",0.534,0.286,0.46,0.369,1.215
"1733",6,"Arkansas","Little River","0.26",0.428,0.364,0.495,0.406,1.589
"1734",6,"Arkansas","Logan","0.171",0.543,0.402,0.481,0.534,4.932
"1735",6,"Arkansas","Lonoke","0.319",0.605,0.536,0.455,0.511,3.619
"1736",6,"Arkansas","Madison","0.128",0.447,0.359,0.399,0.392,1.207
"1737",6,"Arkansas","Marion","0.225",0.435,0.38,0.408,0.442,1.408
"1738",6,"Arkansas","Miller","0.389",0.461,0.324,0.466,0.467,1
"1739",6,"Arkansas","Mississippi","0.172",0.533,0.492,0.394,0.45,4.053
"1740",6,"Arkansas","Monroe","0.23",0.567,0.324,0.497,0.511,2.84
"1741",6,"Arkansas","Montgomery","0.145",0.358,0.324,0.555,0.412,2.736
"1742",6,"Arkansas","Nevada","0.208",0.464,0.299,0.416,0.461,0.894
"1743",6,"Arkansas","Newton","0.258",0.449,0.355,0.521,0.329,1.244
"1744",6,"Arkansas","Ouachita","0.141",0.437,0.315,0.45,0.465,2.102
"1745",6,"Arkansas","Perry","0.175",0.551,0.352,0.504,0.503,4.073
"1746",6,"Arkansas","Phillips","0.131",0.54,0.279,0.471,0.307,0.325
"1747",6,"Arkansas","Pike","0.144",0.444,0.367,0.469,0.471,3.462
"1748",6,"Arkansas","Poinsett","0.126",0.534,0.404,0.416,0.419,3.628
"1749",6,"Arkansas","Polk","0.323",0.295,0.372,0.516,0.54,1.903
"1750",6,"Arkansas","Pope","0.177",0.525,0.45,0.504,0.47,5.005
"1751",6,"Arkansas","Prairie","0.244",0.582,0.365,0.464,0.514,2.891
"1752",6,"Arkansas","Pulaski","0.88",0.556,0.726,0.374,0.536,1.667
"1753",6,"Arkansas","Randolph","0.144",0.457,0.375,0.39,0.5,2.754
"1754",6,"Arkansas","Saline","0.419",0.529,0.485,0.471,0.521,2.394
"1755",6,"Arkansas","Scott","0.151",0.498,0.349,0.584,0.511,5.743
"1756",6,"Arkansas","Searcy","0.249",0.427,0.338,0.373,0.356,-0.234
"1757",6,"Arkansas","Sebastian","0.353",0.53,0.457,0.451,0.452,2.111
"1758",6,"Arkansas","Sevier","0.263",0.192,0.341,0.48,0.326,-0.304
"1759",6,"Arkansas","Sharp","0.206",0.421,0.38,0.364,0.554,2.022
"1760",6,"Arkansas","St. Francis","0.135",0.546,0.378,0.473,0.479,4.871
"1761",6,"Arkansas","Stone","0.247",0.368,0.356,0.419,0.441,0.864
"1762",6,"Arkansas","Union","0.338",0.487,0.452,0.458,0.522,2.486
"1763",6,"Arkansas","Van Buren","0.331",0.458,0.4,0.387,0.458,1.133
"1764",6,"Arkansas","Washington","0.322",0.465,0.668,0.359,0.458,3.195
"1765",6,"Arkansas","White","0.292",0.532,0.515,0.427,0.463,2.957
"1766",6,"Arkansas","Woodruff","0.219",0.564,0.31,0.492,0.263,0.529
"1767",6,"Arkansas","Yell","0.179",0.535,0.414,0.556,0.423,4.672
"1768",6,"Louisiana","Acadia","0.271",0.539,0.493,0.496,0.48,3.746
"1769",6,"Louisiana","Allen","0.295",0.546,0.372,0.54,0.47,2.681
"1770",6,"Louisiana","Ascension","0.907",0.561,0.461,0.429,0.558,1.038
"1771",6,"Louisiana","Assumption","0.354",0.539,0.331,0.465,0.439,1.203
"1772",6,"Louisiana","Avoyelles","0.316",0.524,0.445,0.508,0.472,2.812
"1773",6,"Louisiana","Beauregard","0.261",0.53,0.442,0.482,0.448,2.955
"1774",6,"Louisiana","Bienville","0.259",0.541,0.356,0.445,0.408,1.483
"1775",6,"Louisiana","Bossier","0.477",0.567,0.446,0.459,0.474,1.706
"1776",6,"Louisiana","Caddo","0.611",0.54,0.686,0.442,0.532,2.455
"1777",6,"Louisiana","Calcasieu","0.467",0.527,0.77,0.465,0.557,3.89
"1778",6,"Louisiana","Caldwell","0.129",0.528,0.35,0.464,0.395,2.896
"1779",6,"Louisiana","Cameron","0.503",0.548,0.386,0.47,0.516,1.482
"1780",6,"Louisiana","Catahoula","0.149",0.526,0.267,0.496,0.318,0.527
"1781",6,"Louisiana","Claiborne","0.228",0.526,0.23,0.422,0.408,-0.096
"1782",6,"Louisiana","Concordia","0.16",0.526,0.342,0.523,0.374,2.853
"1783",6,"Louisiana","De Soto","0.183",0.56,0.468,0.459,0.475,4.72
"1784",6,"Louisiana","East Baton Rouge","0.666",0.496,0.589,0.354,0.588,1.637
"1785",6,"Louisiana","East Carroll","0.293",0.54,0.21,0.482,0.377,0.082
"1786",6,"Louisiana","East Feliciana","0.265",0.495,0.364,0.371,0.363,0.338
"1787",6,"Louisiana","Evangeline","0.257",0.522,0.359,0.48,0.421,1.878
"1788",6,"Louisiana","Franklin","0.125",0.525,0.348,0.462,0.504,4.653
"1789",6,"Louisiana","Grant","0.132",0.496,0.452,0.579,0.426,7.309
"1790",6,"Louisiana","Iberia","0.36",0.552,0.399,0.429,0.454,1.557
"1791",6,"Louisiana","Iberville","0.524",0.555,0.427,0.448,0.584,1.795
"1792",6,"Louisiana","Jackson","0.244",0.525,0.318,0.416,0.521,1.714
"1793",6,"Louisiana","Jefferson","0.314",0.554,0.403,0.485,0.477,2.416
"1794",6,"Louisiana","Jefferson Davis","0.626",0.582,0.483,0.371,0.578,1.463
"1795",6,"Louisiana","La Salle","0.156",0.523,0.392,0.472,0.487,4.394
"1796",6,"Louisiana","Lafayette","0.655",0.562,0.596,0.437,0.588,2.106
"1797",6,"Louisiana","Lafourche","0.442",0.574,0.521,0.397,0.484,2.012
"1798",6,"Louisiana","Lincoln","0.255",0.503,0.432,0.426,0.4,1.905
"1799",6,"Louisiana","Livingston","0.515",0.513,0.495,0.423,0.476,1.569
"1800",6,"Louisiana","Madison","0.224",0.515,0.265,0.573,0.494,2.679
"1801",6,"Louisiana","Morehouse","0.146",0.499,0.364,0.528,0.481,4.899
"1802",6,"Louisiana","Natchitoches","0.171",0.546,0.485,0.543,0.418,5.802
"1803",6,"Louisiana","Orleans","0.692",0.543,0.388,0.386,0.398,0.447
"1804",6,"Louisiana","Ouachita","0.406",0.528,0.551,0.443,0.535,2.794
"1805",6,"Louisiana","Plaquemines","0.338",0.568,0.532,0.368,0.486,2.502
"1806",6,"Louisiana","Pointe Coupee","0.352",0.547,0.434,0.465,0.537,2.562
"1807",6,"Louisiana","Rapides","0.313",0.515,0.717,0.507,0.559,5.652
"1808",6,"Louisiana","Red River","0.202",0.532,0.353,0.462,0.448,2.419
"1809",6,"Louisiana","Richland","0.129",0.541,0.315,0.483,0.574,5.411
"1810",6,"Louisiana","Sabine","0.119",0.541,0.42,0.408,0.43,4.255
"1811",6,"Louisiana","St. Bernard","0.321",0.598,0.45,0.33,0.519,1.954
"1812",6,"Louisiana","St. Charles","0.554",0.594,0.437,0.457,0.589,1.877
"1813",6,"Louisiana","St. Helena","0.206",0.419,0.29,0.43,0.443,0.583
"1814",6,"Louisiana","St. James","0.473",0.562,0.362,0.464,0.55,1.584
"1815",6,"Louisiana","St. John the Baptist","0.484",0.589,0.392,0.416,0.595,1.713
"1816",6,"Louisiana","St. Landry","0.261",0.527,0.547,0.481,0.51,4.49
"1817",6,"Louisiana","St. Martin","0.345",0.541,0.416,0.437,0.529,2.213
"1818",6,"Louisiana","St. Mary","0.351",0.557,0.501,0.453,0.541,3.047
"1819",6,"Louisiana","St. Tammany","0.698",0.363,0.597,0.423,0.518,1.45
"1820",6,"Louisiana","Tangipahoa","0.404",0.444,0.573,0.422,0.438,2.15
"1821",6,"Louisiana","Tensas","0.269",0.51,0.344,0.532,0.3,1.212
"1822",6,"Louisiana","Terrebonne","0.335",0.57,0.475,0.364,0.491,2.075
"1823",6,"Louisiana","Union","0.207",0.51,0.377,0.517,0.475,3.47
"1824",6,"Louisiana","Vermilion","0.35",0.555,0.5,0.467,0.443,2.584
"1825",6,"Louisiana","Vernon","0.215",0.578,0.498,0.538,0.412,4.829
"1826",6,"Louisiana","Washington","0.254",0.258,0.348,0.441,0.371,-0.009
"1827",6,"Louisiana","Webster","0.234",0.538,0.449,0.46,0.497,3.591
"1828",6,"Louisiana","West Baton Rouge","0.596",0.564,0.451,0.487,0.691,2.213
"1829",6,"Louisiana","West Carroll","0.113",0.565,0.328,0.495,0.367,3.342
"1830",6,"Louisiana","West Feliciana","0.314",0.549,0.37,0.409,0.49,1.608
"1831",6,"Louisiana","Winn","0.145",0.477,0.364,0.475,0.464,3.635
"1832",6,"New Mexico","Bernalillo","0.581",0.571,0.611,0.461,0.557,2.459
"1833",6,"New Mexico","Catron","0.179",0.535,0.394,0.576,0.504,5.553
"1834",6,"New Mexico","Chaves","0.283",0.584,0.554,0.465,0.511,4.26
"1835",6,"New Mexico","Cibola","0.1",0.578,0.429,0.534,0.454,9.271
"1836",6,"New Mexico","Colfax","0.155",0.598,0.463,0.465,0.553,6.846
"1837",6,"New Mexico","Curry","0.19",0.576,0.482,0.293,0.528,3.26
"1838",6,"New Mexico","De Baca","0.132",0.625,0.258,0.427,0.583,3.844
"1839",6,"New Mexico","Doña Ana","0.175",0.56,0.736,0.635,0.497,11.766
"1840",6,"New Mexico","Eddy","0.204",0.582,0.54,0.645,0.49,7.677
"1841",6,"New Mexico","Grant","0.114",0.57,0.53,0.535,0.646,13.803
"1842",6,"New Mexico","Guadalupe","0.104",0.608,0.33,0.341,0.585,4.574
"1843",6,"New Mexico","Harding","0.087",0.715,0.206,0.372,0.299,-2.708
"1844",6,"New Mexico","Hidalgo","0.099",0.533,0.298,0.567,0.336,3.866
"1845",6,"New Mexico","Lea","0.18",0.548,0.57,0.49,0.469,6.629
"1846",6,"New Mexico","Lincoln","0.248",0.557,0.576,0.502,0.603,6.103
"1847",6,"New Mexico","Los Alamos","0.365",0.523,0.256,0.557,0.596,2.041
"1848",6,"New Mexico","Luna","0.077",0.547,0.472,0.617,0.349,13.043
"1849",6,"New Mexico","McKinley","0.095",0.629,0.624,0.607,0.469,18.046
"1850",6,"New Mexico","Mora","0.118",0.531,0.329,0.31,0.411,-0.183
"1851",6,"New Mexico","Otero","0.11",0.517,0.601,0.659,0.438,14.514
"1852",6,"New Mexico","Quay","0.116",0.57,0.412,0.392,0.608,7.141
"1853",6,"New Mexico","Rio Arriba","0.134",0.6,0.619,0.574,0.553,13.058
"1854",6,"New Mexico","Roosevelt","0.221",0.589,0.372,0.311,0.487,1.367
"1855",6,"New Mexico","San Juan","0.122",0.621,0.693,0.62,0.519,16.431
"1856",6,"New Mexico","San Miguel","0.13",0.571,0.467,0.423,0.435,5.45
"1857",6,"New Mexico","Sandoval","0.147",0.643,0.642,0.544,0.51,11.526
"1858",6,"New Mexico","Santa Fe","0.157",0.602,0.592,0.517,0.629,10.747
"1859",6,"New Mexico","Sierra","0.087",0.566,0.36,0.762,0.484,15.566
"1860",6,"New Mexico","Socorro","0.249",0.537,0.446,0.589,0.398,3.834
"1861",6,"New Mexico","Taos","0.106",0.599,0.545,0.443,0.562,11.73
"1862",6,"New Mexico","Torrance","0.102",0.593,0.43,0.411,0.516,7.476
"1863",6,"New Mexico","Union","0.145",0.639,0.234,0.398,0.592,2.799
"1864",6,"New Mexico","Valencia","0.164",0.594,0.507,0.534,0.49,7.405
"1865",6,"Oklahoma","Adair","0.152",0.54,0.328,0.396,0.322,0.135
"1866",6,"Oklahoma","Alfalfa","0.257",0.684,0.188,0.303,0.736,1.459
"1867",6,"Oklahoma","Atoka","0.252",0.651,0.377,0.4,0.416,1.801
"1868",6,"Oklahoma","Beaver","0.347",0.658,0.353,0.438,0.597,2.448
"1869",6,"Oklahoma","Beckham","0.18",0.581,0.437,0.326,0.674,4.831
"1870",6,"Oklahoma","Blaine","0.361",0.627,0.277,0.407,0.659,1.831
"1871",6,"Oklahoma","Bryan","0.192",0.56,0.464,0.469,0.495,4.809
"1872",6,"Oklahoma","Caddo","0.268",0.678,0.489,0.428,0.519,3.945
"1873",6,"Oklahoma","Canadian","0.497",0.627,0.511,0.395,0.577,2.201
"1874",6,"Oklahoma","Carter","0.25",0.593,0.423,0.38,0.559,3.015
"1875",6,"Oklahoma","Cherokee","0.189",0.491,0.423,0.489,0.39,3.096
"1876",6,"Oklahoma","Choctaw","0.135",0.591,0.417,0.516,0.439,6.151
"1877",6,"Oklahoma","Cimarron","0.269",0.591,0.273,0.45,0.595,2.196
"1878",6,"Oklahoma","Cleveland","0.889",0.606,0.388,0.389,0.493,0.633
"1879",6,"Oklahoma","Coal","0.318",0.629,0.226,0.428,0.443,0.488
"1880",6,"Oklahoma","Comanche","0.312",0.613,0.538,0.354,0.462,2.637
"1881",6,"Oklahoma","Cotton","0.188",0.65,0.271,0.391,0.422,0.862
"1882",6,"Oklahoma","Craig","0.15",0.624,0.369,0.529,0.619,7.523
"1883",6,"Oklahoma","Creek","0.273",0.636,0.473,0.375,0.502,2.944
"1884",6,"Oklahoma","Custer","0.212",0.62,0.449,0.412,0.691,5.594
"1885",6,"Oklahoma","Delaware","0.257",0.53,0.459,0.381,0.407,1.9
"1886",6,"Oklahoma","Dewey","0.269",0.687,0.429,0.358,0.569,3.081
"1887",6,"Oklahoma","Ellis","0.288",0.688,0.346,0.409,0.634,2.992
"1888",6,"Oklahoma","Garfield","0.161",0.594,0.469,0.389,0.557,5.549
"1889",6,"Oklahoma","Garvin","0.168",0.655,0.408,0.342,0.49,3.253
"1890",6,"Oklahoma","Grady","0.247",0.646,0.464,0.357,0.578,3.617
"1891",6,"Oklahoma","Grant","0.302",0.689,0.32,0.353,0.693,2.553
"1892",6,"Oklahoma","Greer","0.199",0.566,0.169,0.378,0.606,0.666
"1893",6,"Oklahoma","Harmon","0.256",0.617,0.077,0.303,0.325,-3.104
"1894",6,"Oklahoma","Harper","0.287",0.612,0.341,0.415,0.696,3.157
"1895",6,"Oklahoma","Haskell","0.168",0.599,0.312,0.401,0.466,1.986
"1896",6,"Oklahoma","Hughes","0.2",0.62,0.288,0.344,0.474,0.825
"1897",6,"Oklahoma","Jackson","0.346",0.579,0.38,0.398,0.472,1.435
"1898",6,"Oklahoma","Jefferson","0.209",0.705,0.216,0.426,0.486,1.345
"1899",6,"Oklahoma","Johnston","0.221",0.627,0.331,0.43,0.383,1.453
