"","EPAREGION","State","County","Risk","Governance","Built Environment","Natural Environment","Society","CRSI"
"1051",4,"South Carolina","Greenwood","0.226",0.496,0.325,0.37,0.504,1.163
"1052",4,"South Carolina","Hampton","0.105",0.522,0.287,0.42,0.411,1.189
"1053",4,"South Carolina","Horry","0.409",0.47,0.531,0.495,0.433,2.33
"1054",4,"South Carolina","Jasper","0.159",0.489,0.331,0.427,0.526,2.865
"1055",4,"South Carolina","Kershaw","0.207",0.454,0.434,0.341,0.526,2.331
"1056",4,"South Carolina","Lancaster","0.271",0.526,0.361,0.344,0.436,0.703
"1057",4,"South Carolina","Laurens","0.2",0.544,0.398,0.333,0.398,1.034
"1058",4,"South Carolina","Lee","0.105",0.514,0.298,0.412,0.322,-0.455
"1059",4,"South Carolina","Lexington","0.615",0.574,0.476,0.346,0.561,1.291
"1060",4,"South Carolina","Marion","0.097",0.452,0.354,0.498,0.444,5.097
"1061",4,"South Carolina","Marlboro","0.102",0.459,0.296,0.419,0.295,-1.373
"1062",4,"South Carolina","McCormick","0.169",0.516,0.278,0.551,0.343,1.682
"1063",4,"South Carolina","Newberry","0.172",0.543,0.326,0.437,0.549,3.29
"1064",4,"South Carolina","Oconee","0.36",0.229,0.411,0.449,0.459,0.919
"1065",4,"South Carolina","Orangeburg","0.152",0.577,0.511,0.404,0.456,5.443
"1066",4,"South Carolina","Pickens","0.42",0.475,0.427,0.38,0.491,1.218
"1067",4,"South Carolina","Richland","0.694",0.503,0.502,0.36,0.515,1.066
"1068",4,"South Carolina","Saluda","0.107",0.5,0.286,0.439,0.329,-0.116
"1069",4,"South Carolina","Spartanburg","0.747",0.588,0.521,0.302,0.483,0.893
"1070",4,"South Carolina","Sumter","0.287",0.533,0.374,0.409,0.486,1.71
"1071",4,"South Carolina","Union","0.14",0.571,0.363,0.358,0.353,0.788
"1072",4,"South Carolina","Williamsburg","0.103",0.537,0.365,0.512,0.459,6.506
"1073",4,"South Carolina","York","0.698",0.589,0.451,0.299,0.457,0.605
"1074",4,"Tennessee","Anderson","0.392",0.368,0.308,0.319,0.437,-0.428
"1075",4,"Tennessee","Bedford","0.228",0.345,0.358,0.283,0.422,-0.765
"1076",4,"Tennessee","Benton","0.148",0.453,0.212,0.409,0.398,-1.32
"1077",4,"Tennessee","Bledsoe","0.161",0.351,0.258,0.324,0.352,-2.938
"1078",4,"Tennessee","Blount","0.626",0.243,0.346,0.408,0.498,0.237
"1079",4,"Tennessee","Bradley","0.52",0.41,0.293,0.295,0.459,-0.35
"1080",4,"Tennessee","Campbell","0.177",0.325,0.291,0.399,0.345,-1.357
"1081",4,"Tennessee","Cannon","0.104",0.367,0.239,0.281,0.377,-5.421
"1082",4,"Tennessee","Carroll","0.174",0.563,0.324,0.413,0.42,1.521
"1083",4,"Tennessee","Carter","0.174",0.228,0.277,0.451,0.418,-0.587
"1084",4,"Tennessee","Cheatham","0.141",0.568,0.306,0.406,0.485,2.37
"1085",4,"Tennessee","Chester","0.137",0.536,0.244,0.419,0.413,0.202
"1086",4,"Tennessee","Claiborne","0.164",0.32,0.305,0.382,0.319,-1.847
"1087",4,"Tennessee","Clay","0.13",0.409,0.225,0.432,0.297,-2.675
"1088",4,"Tennessee","Cocke","0.209",0.275,0.293,0.4,0.35,-1.309
"1089",4,"Tennessee","Coffee","0.312",0.342,0.307,0.409,0.523,0.619
"1090",4,"Tennessee","Crockett","0.139",0.592,0.312,0.359,0.409,0.783
"1091",4,"Tennessee","Cumberland","0.256",0.325,0.344,0.353,0.412,-0.314
"1092",4,"Tennessee","Davidson","0.595",0.524,0.524,0.255,0.447,0.716
"1093",4,"Tennessee","Decatur","0.15",0.465,0.155,0.436,0.331,-2.661
"1094",4,"Tennessee","DeKalb","0.155",0.296,0.282,0.36,0.375,-2.129
"1095",4,"Tennessee","Dickson","0.136",0.446,0.358,0.379,0.512,2.487
"1096",4,"Tennessee","Dyer","0.288",0.549,0.365,0.414,0.478,1.656
"1097",4,"Tennessee","Fayette","0.234",0.713,0.424,0.358,0.457,2.648
"1098",4,"Tennessee","Fentress","0.23",0.396,0.24,0.37,0.33,-1.768
"1099",4,"Tennessee","Franklin","0.207",0.437,0.355,0.386,0.436,0.913
"1100",4,"Tennessee","Gibson","0.359",0.575,0.356,0.363,0.485,1.02
"1101",4,"Tennessee","Giles","0.124",0.449,0.337,0.337,0.416,-0.049
"1102",4,"Tennessee","Grainger","0.158",0.38,0.228,0.357,0.314,-3.268
"1103",4,"Tennessee","Greene","0.223",0.382,0.341,0.363,0.411,-0.045
"1104",4,"Tennessee","Grundy","0.151",0.376,0.303,0.354,0.327,-2.023
"1105",4,"Tennessee","Hamblen","0.471",0.455,0.244,0.336,0.406,-0.58
"1106",4,"Tennessee","Hamilton","0.832",0.478,0.517,0.276,0.47,0.552
"1107",4,"Tennessee","Hancock","0.133",0.263,0.259,0.317,0.318,-4.83
"1108",4,"Tennessee","Hardeman","0.165",0.653,0.286,0.373,0.302,-0.442
"1109",4,"Tennessee","Hardin","0.15",0.374,0.274,0.46,0.311,-1.043
"1110",4,"Tennessee","Hawkins","0.169",0.385,0.317,0.319,0.362,-1.63
"1111",4,"Tennessee","Haywood","0.149",0.606,0.31,0.404,0.329,0.474
"1112",4,"Tennessee","Henderson","0.201",0.504,0.284,0.399,0.434,0.462
"1113",4,"Tennessee","Henry","0.165",0.525,0.334,0.402,0.425,1.438
"1114",4,"Tennessee","Hickman","0.15",0.305,0.234,0.41,0.46,-1.071
"1115",4,"Tennessee","Houston","0.203",0.539,0.17,0.373,0.425,-1.263
"1116",4,"Tennessee","Humphreys","0.157",0.393,0.283,0.441,0.513,1.515
"1117",4,"Tennessee","Jackson","0.168",0.512,0.265,0.363,0.21,-2.84
"1118",4,"Tennessee","Jefferson","0.252",0.465,0.291,0.36,0.442,-0.029
"1119",4,"Tennessee","Johnson","0.115",0.209,0.26,0.431,0.356,-2.925
"1120",4,"Tennessee","Knox","0.657",0.371,0.521,0.245,0.501,0.525
"1121",4,"Tennessee","Lake","0.229",0.626,0.194,0.501,0.262,-0.49
"1122",4,"Tennessee","Lauderdale","0.184",0.613,0.314,0.48,0.3,1.191
"1123",4,"Tennessee","Lawrence","0.201",0.357,0.322,0.384,0.453,0.242
"1124",4,"Tennessee","Lewis","0.13",0.285,0.218,0.349,0.299,-5.323
"1125",4,"Tennessee","Lincoln","0.162",0.436,0.271,0.319,0.462,-0.926
"1126",4,"Tennessee","Loudon","0.471",0.25,0.338,0.324,0.46,-0.317
"1127",4,"Tennessee","Macon","0.15",0.344,0.243,0.331,0.39,-2.864
"1128",4,"Tennessee","Madison","0.478",0.574,0.412,0.432,0.501,1.509
"1129",4,"Tennessee","Marion","0.254",0.5,0.302,0.351,0.375,-0.364
"1130",4,"Tennessee","Marshall","0.201",0.385,0.304,0.302,0.437,-1.004
"1131",4,"Tennessee","Maury","0.264",0.323,0.366,0.347,0.5,0.511
"1132",4,"Tennessee","McMinn","0.368",0.439,0.356,0.349,0.442,0.312
"1133",4,"Tennessee","McNairy","0.149",0.576,0.346,0.415,0.377,1.734
"1134",4,"Tennessee","Meigs","0.213",0.463,0.15,0.372,0.286,-3.107
"1135",4,"Tennessee","Monroe","0.384",0.235,0.319,0.469,0.379,-0.051
"1136",4,"Tennessee","Montgomery","0.429",0.546,0.359,0.425,0.418,0.856
"1137",4,"Tennessee","Moore","0.112",0.409,0.237,0.333,0.518,-1.1
"1138",4,"Tennessee","Morgan","0.154",0.408,0.286,0.347,0.431,-0.846
"1139",4,"Tennessee","Obion","0.229",0.534,0.336,0.461,0.449,1.938
"1140",4,"Tennessee","Overton","0.145",0.487,0.253,0.326,0.425,-1.401
"1141",4,"Tennessee","Perry","0.112",0.389,0.203,0.345,0.381,-4.244
"1142",4,"Tennessee","Pickett","0.157",0.413,0.102,0.406,0.413,-3.211
"1143",4,"Tennessee","Polk","0.241",0.366,0.316,0.503,0.389,0.869
"1144",4,"Tennessee","Putnam","0.215",0.398,0.375,0.309,0.47,0.38
"1145",4,"Tennessee","Rhea","0.291",0.435,0.295,0.359,0.354,-0.69
"1146",4,"Tennessee","Roane","0.402",0.389,0.306,0.295,0.408,-0.666
"1147",4,"Tennessee","Robertson","0.254",0.562,0.355,0.392,0.492,1.731
"1148",4,"Tennessee","Rutherford","0.597",0.402,0.376,0.309,0.483,0.187
"1149",4,"Tennessee","Scott","0.182",0.36,0.268,0.359,0.361,-1.84
"1150",4,"Tennessee","Sequatchie","0.198",0.36,0.268,0.327,0.319,-2.499
"1151",4,"Tennessee","Sevier","0.509",0.238,0.385,0.401,0.424,0.161
"1152",4,"Tennessee","Shelby","0.99",0.667,0.595,0.312,0.443,0.899
"1153",4,"Tennessee","Smith","0.135",0.45,0.258,0.325,0.422,-1.735
"1154",4,"Tennessee","Stewart","0.147",0.52,0.25,0.532,0.338,1.088
"1155",4,"Tennessee","Sullivan","0.443",0.331,0.427,0.33,0.448,0.364
"1156",4,"Tennessee","Sumner","0.543",0.496,0.401,0.315,0.515,0.645
"1157",4,"Tennessee","Tipton","0.365",0.667,0.354,0.377,0.413,0.949
"1158",4,"Tennessee","Trousdale","0.118",0.509,0.157,0.356,0.452,-2.638
"1159",4,"Tennessee","Unicoi","0.159",0.204,0.258,0.458,0.403,-1.206
"1160",4,"Tennessee","Union","0.162",0.367,0.204,0.364,0.366,-2.937
"1161",4,"Tennessee","Van Buren","0.175",0.305,0.251,0.364,0.21,-4.107
"1162",4,"Tennessee","Warren","0.116",0.27,0.303,0.296,0.392,-3.677
"1163",4,"Tennessee","Washington","0.54",0.349,0.286,0.338,0.482,-0.206
"1164",4,"Tennessee","Wayne","0.195",0.353,0.259,0.379,0.374,-1.494
"1165",4,"Tennessee","Weakley","0.124",0.567,0.321,0.39,0.502,2.958
"1166",4,"Tennessee","White","0.144",0.283,0.282,0.348,0.406,-2.17
"1167",4,"Tennessee","Williamson","0.501",0.44,0.407,0.362,0.547,0.982
"1168",4,"Tennessee","Wilson","0.414",0.44,0.423,0.337,0.566,1.225
"1169",5,"Illinois","Adams","0.181",0.642,0.519,0.478,0.592,7.538
"1170",5,"Illinois","Alexander","0.279",0.539,0.175,0.575,0.176,-0.842
"1171",5,"Illinois","Bond","0.126",0.691,0.345,0.464,0.47,5.332
"1172",5,"Illinois","Boone","0.471",0.707,0.378,0.458,0.453,1.551
"1173",5,"Illinois","Brown","0.095",0.657,0.249,0.439,0.415,2.251
"1174",5,"Illinois","Bureau","0.172",0.736,0.531,0.56,0.604,9.94
"1175",5,"Illinois","Calhoun","0.133",0.729,0.32,0.428,0.526,5.031
"1176",5,"Illinois","Carroll","0.224",0.71,0.336,0.478,0.511,3.506
"1177",5,"Illinois","Cass","0.117",0.715,0.283,0.493,0.449,4.833
"1178",5,"Illinois","Champaign","0.240",0.663,0.655,0.516,0.467,6.641
"1179",5,"Illinois","Christian","0.182",0.695,0.433,0.569,0.61,7.966
"1180",5,"Illinois","Clark","0.141",0.655,0.353,0.466,0.446,4.369
"1181",5,"Illinois","Clay","0.126",0.646,0.344,0.448,0.509,5.282
"1182",5,"Illinois","Clinton","0.189",0.72,0.475,0.441,0.641,7.017
"1183",5,"Illinois","Coles","0.146",0.632,0.394,0.486,0.413,4.702
"1184",5,"Illinois","Cook","0.687",0.667,0.828,0.199,0.498,1.953
"1185",5,"Illinois","Crawford","0.186",0.651,0.282,0.487,0.45,2.589
"1186",5,"Illinois","Cumberland","0.152",0.693,0.375,0.484,0.487,5.526
"1187",5,"Illinois","De Witt","0.349",0.681,0.327,0.53,0.597,2.947
"1188",5,"Illinois","DeKalb","0.273",0.702,0.511,0.433,0.515,4.171
"1189",5,"Illinois","Douglas","0.222",0.694,0.372,0.489,0.58,4.624
"1190",5,"Illinois","DuPage","0.698",0.681,0.636,0.181,0.629,1.517
"1191",5,"Illinois","Edgar","0.102",0.673,0.317,0.526,0.47,7.179
"1192",5,"Illinois","Edwards","0.144",0.633,0.245,0.418,0.566,2.948
"1193",5,"Illinois","Effingham","0.127",0.69,0.462,0.498,0.676,11.601
"1194",5,"Illinois","Fayette","0.117",0.683,0.373,0.485,0.526,7.678
"1195",5,"Illinois","Ford","0.084",0.711,0.358,0.499,0.585,12.357
"1196",5,"Illinois","Franklin","0.148",0.662,0.399,0.447,0.477,5.138
"1197",5,"Illinois","Fulton","0.149",0.699,0.477,0.539,0.543,9.159
"1198",5,"Illinois","Gallatin","0.185",0.664,0.277,0.598,0.326,2.77
"1199",5,"Illinois","Greene","0.157",0.674,0.293,0.454,0.525,3.841
"1200",5,"Illinois","Grundy","0.457",0.724,0.511,0.646,0.521,3.71
"1201",5,"Illinois","Hamilton","0.118",0.641,0.285,0.469,0.511,4.714
"1202",5,"Illinois","Hancock","0.177",0.721,0.417,0.546,0.558,7.173
"1203",5,"Illinois","Hardin","0.161",0.625,0.228,0.776,0.141,2.595
"1204",5,"Illinois","Henderson","0.263",0.724,0.348,0.533,0.535,3.856
"1205",5,"Illinois","Henry","0.303",0.701,0.457,0.543,0.511,4.151
"1206",5,"Illinois","Iroquois","0.105",0.742,0.527,0.425,0.544,12.023
"1207",5,"Illinois","Jackson","0.215",0.568,0.468,0.549,0.424,4.645
"1208",5,"Illinois","Jasper","0.101",0.669,0.317,0.516,0.571,8.943
"1209",5,"Illinois","Jefferson","0.151",0.707,0.392,0.404,0.482,4.593
"1210",5,"Illinois","Jersey","0.113",0.668,0.35,0.478,0.545,7.517
"1211",5,"Illinois","Jo Daviess","0.216",0.693,0.404,0.455,0.617,5.111
"1212",5,"Illinois","Johnson","0.198",0.639,0.372,0.66,0.372,4.975
"1213",5,"Illinois","Kane","0.633",0.701,0.595,0.393,0.553,2.115
"1214",5,"Illinois","Kankakee","0.282",0.689,0.486,0.515,0.5,4.374
"1215",5,"Illinois","Kendall","0.354",0.721,0.447,0.475,0.594,3.521
"1216",5,"Illinois","Knox","0.175",0.685,0.406,0.589,0.448,6.258
"1217",5,"Illinois","Lake","0.621",0.691,0.613,0.458,0.54,2.429
"1218",5,"Illinois","LaSalle","0.301",0.692,0.686,0.511,0.566,6.274
"1219",5,"Illinois","Lawrence","0.162",0.632,0.279,0.499,0.49,3.507
"1220",5,"Illinois","Lee","0.128",0.718,0.523,0.537,0.538,11.635
"1221",5,"Illinois","Livingston","0.13",0.714,0.558,0.548,0.593,13.212
"1222",5,"Illinois","Logan","0.213",0.733,0.369,0.5,0.531,4.64
"1223",5,"Illinois","Macon","0.205",0.652,0.468,0.403,0.472,3.978
"1224",5,"Illinois","Macoupin","0.132",0.698,0.511,0.46,0.619,10.658
"1225",5,"Illinois","Madison","0.696",0.651,0.66,0.391,0.497,1.938
"1226",5,"Illinois","Marion","0.141",0.706,0.404,0.475,0.501,6.634
"1227",5,"Illinois","Marshall","0.183",0.751,0.351,0.467,0.634,5.91
"1228",5,"Illinois","Mason","0.15",0.689,0.342,0.487,0.505,5.247
"1229",5,"Illinois","Massac","0.216",0.596,0.296,0.494,0.436,2.102
"1230",5,"Illinois","McDonough","0.153",0.675,0.434,0.508,0.43,6.046
"1231",5,"Illinois","McHenry","0.612",0.714,0.574,0.432,0.604,2.438
"1232",5,"Illinois","McLean","0.203",0.697,0.677,0.484,0.469,7.935
"1233",5,"Illinois","Menard","0.126",0.739,0.319,0.492,0.513,6.417
"1234",5,"Illinois","Mercer","0.287",0.733,0.351,0.517,0.684,4.468
"1235",5,"Illinois","Monroe","0.242",0.653,0.422,0.408,0.563,3.666
"1236",5,"Illinois","Montgomery","0.159",0.704,0.449,0.52,0.646,9.086
"1237",5,"Illinois","Morgan","0.285",0.681,0.407,0.429,0.559,3.231
"1238",5,"Illinois","Moultrie","0.098",0.693,0.334,0.551,0.513,9.586
"1239",5,"Illinois","Ogle","0.274",0.718,0.58,0.523,0.531,5.814
"1240",5,"Illinois","Peoria","0.437",0.671,0.424,0.508,0.522,2.463
"1241",5,"Illinois","Perry","0.142",0.63,0.354,0.446,0.607,6.081
"1242",5,"Illinois","Piatt","0.13",0.734,0.4,0.445,0.558,7.598
"1243",5,"Illinois","Pike","0.149",0.723,0.404,0.503,0.538,7.343
"1244",5,"Illinois","Pope","0.225",0.57,0.272,0.796,0.529,5.75
"1245",5,"Illinois","Pulaski","0.222",0.653,0.212,0.471,0.239,-0.693
"1246",5,"Illinois","Putnam","0.508",0.764,0.346,0.422,0.484,1.329
"1247",5,"Illinois","Randolph","0.199",0.619,0.434,0.414,0.65,5.379
"1248",5,"Illinois","Richland","0.116",0.62,0.29,0.465,0.458,3.769
"1249",5,"Illinois","Rock Island","0.333",0.661,0.411,0.456,0.489,2.513
"1250",5,"Illinois","Saline","0.202",0.589,0.343,0.556,0.416,3.408
"1251",5,"Illinois","Sangamon","0.286",0.67,0.618,0.452,0.555,5.297
"1252",5,"Illinois","Schuyler","0.11",0.653,0.286,0.479,0.536,5.881
"1253",5,"Illinois","Scott","0.134",0.763,0.267,0.487,0.461,4.319
"1254",5,"Illinois","Shelby","0.156",0.683,0.39,0.531,0.57,7.383
"1255",5,"Illinois","St. Clair","0.728",0.646,0.506,0.364,0.464,1.1
"1256",5,"Illinois","Stark","0.204",0.754,0.283,0.577,0.59,5.309
"1257",5,"Illinois","Stephenson","0.159",0.681,0.355,0.46,0.557,5.346
"1258",5,"Illinois","Tazewell","0.534",0.666,0.549,0.507,0.567,2.793
"1259",5,"Illinois","Union","0.227",0.549,0.356,0.652,0.604,5.669
"1260",5,"Illinois","Vermilion","0.222",0.659,0.464,0.571,0.451,5.324
"1261",5,"Illinois","Wabash","0.151",0.616,0.29,0.459,0.395,1.942
"1262",5,"Illinois","Warren","0.139",0.67,0.321,0.581,0.517,6.981
"1263",5,"Illinois","Washington","0.184",0.739,0.402,0.433,0.513,4.8
"1264",5,"Illinois","Wayne","0.151",0.654,0.342,0.409,0.537,4.14
"1265",5,"Illinois","White","0.147",0.645,0.322,0.416,0.414,2.308
"1266",5,"Illinois","Whiteside","0.153",0.697,0.42,0.545,0.471,7.049
"1267",5,"Illinois","Will","0.779",0.699,0.776,0.484,0.576,2.679
"1268",5,"Illinois","Williamson","0.328",0.639,0.461,0.545,0.557,3.968
"1269",5,"Illinois","Winnebago","0.631",0.673,0.541,0.379,0.481,1.569
"1270",5,"Illinois","Woodford","0.242",0.715,0.449,0.442,0.641,5.179
"1271",5,"Indiana","Adams","0.118",0.686,0.315,0.427,0.545,5.458
"1272",5,"Indiana","Allen","0.587",0.683,0.531,0.381,0.554,1.917
"1273",5,"Indiana","Bartholomew","0.34",0.684,0.322,0.466,0.552,2.269
"1274",5,"Indiana","Benton","0.069",0.741,0.341,0.506,0.609,15.746
"1275",5,"Indiana","Blackford","0.111",0.671,0.228,0.402,0.559,3.306
"1276",5,"Indiana","Boone","0.318",0.706,0.414,0.506,0.565,3.656
"1277",5,"Indiana","Brown","0.095",0.664,0.348,0.572,0.585,12.036
"1278",5,"Indiana","Carroll","0.146",0.69,0.353,0.507,0.592,7.117
"1279",5,"Indiana","Cass","0.108",0.692,0.304,0.499,0.518,6.924
"1280",5,"Indiana","Clark","0.572",0.656,0.338,0.4,0.484,0.86
"1281",5,"Indiana","Clay","0.149",0.693,0.307,0.477,0.646,6.392
"1282",5,"Indiana","Clinton","0.13",0.686,0.326,0.5,0.599,7.377
"1283",5,"Indiana","Crawford","0.191",0.658,0.191,0.442,0.525,1.501
"1284",5,"Indiana","Daviess","0.16",0.636,0.369,0.459,0.671,6.651
"1285",5,"Indiana","Dearborn","0.237",0.687,0.33,0.432,0.606,3.46
"1286",5,"Indiana","Decatur","0.176",0.683,0.353,0.49,0.655,6.322
"1287",5,"Indiana","DeKalb","0.197",0.707,0.404,0.458,0.553,5.055
"1288",5,"Indiana","Delaware","0.216",0.675,0.316,0.391,0.485,1.994
"1289",5,"Indiana","Dubois","0.241",0.64,0.45,0.405,0.691,4.952
"1290",5,"Indiana","Elkhart","0.572",0.695,0.43,0.408,0.485,1.396
"1291",5,"Indiana","Fayette","0.106",0.669,0.24,0.451,0.501,3.798
"1292",5,"Indiana","Floyd","0.539",0.647,0.286,0.309,0.538,0.414
"1293",5,"Indiana","Fountain","0.08",0.696,0.294,0.497,0.5,8.536
"1294",5,"Indiana","Franklin","0.126",0.659,0.311,0.478,0.693,8.136
"1295",5,"Indiana","Fulton","0.089",0.67,0.329,0.501,0.653,11.916
"1296",5,"Indiana","Gibson","0.228",0.657,0.384,0.421,0.582,3.76
"1297",5,"Indiana","Grant","0.2",0.677,0.377,0.378,0.506,3.029
"1298",5,"Indiana","Greene","0.115",0.635,0.379,0.494,0.558,8.293
"1299",5,"Indiana","Hamilton","0.453",0.702,0.454,0.323,0.577,1.85
"1300",5,"Indiana","Hancock","0.406",0.707,0.376,0.408,0.616,2.274
"1301",5,"Indiana","Harrison","0.135",0.645,0.353,0.405,0.537,4.706
"1302",5,"Indiana","Hendricks","0.477",0.707,0.475,0.43,0.583,2.465
"1303",5,"Indiana","Henry","0.146",0.683,0.324,0.427,0.562,4.798
"1304",5,"Indiana","Howard","0.268",0.677,0.249,0.43,0.525,1.608
"1305",5,"Indiana","Huntington","0.121",0.728,0.396,0.452,0.611,9.081
"1306",5,"Indiana","Jackson","0.189",0.659,0.355,0.479,0.601,5.097
"1307",5,"Indiana","Jasper","0.102",0.69,0.479,0.484,0.612,13.37
"1308",5,"Indiana","Jay","0.118",0.697,0.302,0.378,0.529,3.99
"1309",5,"Indiana","Jefferson","0.133",0.673,0.335,0.526,0.539,6.92
"1310",5,"Indiana","Jennings","0.113",0.661,0.337,0.476,0.558,7.302
"1311",5,"Indiana","Johnson","0.513",0.664,0.387,0.475,0.592,1.998
"1312",5,"Indiana","Knox","0.205",0.627,0.383,0.449,0.57,4.262
"1313",5,"Indiana","Kosciusko","0.251",0.7,0.468,0.499,0.548,4.986
"1314",5,"Indiana","LaGrange","0.097",0.683,0.411,0.459,0.515,9.466
"1315",5,"Indiana","Lake","0.777",0.677,0.602,0.265,0.467,1.093
"1316",5,"Indiana","LaPorte","0.296",0.669,0.462,0.356,0.504,2.585
"1317",5,"Indiana","Lawrence","0.131",0.625,0.367,0.463,0.606,7.094
"1318",5,"Indiana","Madison","0.218",0.685,0.346,0.398,0.524,2.817
"1319",5,"Indiana","Marion","0.723",0.675,0.667,0.21,0.444,1.165
"1320",5,"Indiana","Marshall","0.164",0.695,0.44,0.497,0.615,7.887
"1321",5,"Indiana","Martin","0.129",0.662,0.3,0.571,0.576,7.689
"1322",5,"Indiana","Miami","0.115",0.703,0.283,0.485,0.563,6.559
"1323",5,"Indiana","Monroe","0.361",0.626,0.417,0.542,0.439,2.576
"1324",5,"Indiana","Montgomery","0.109",0.716,0.392,0.483,0.63,10.901
"1325",5,"Indiana","Morgan","0.213",0.701,0.465,0.493,0.566,5.913
"1326",5,"Indiana","Newton","0.07",0.734,0.372,0.508,0.556,15.162
"1327",5,"Indiana","Noble","0.163",0.671,0.377,0.503,0.48,5.225
"1328",5,"Indiana","Ohio","0.124",0.693,0.241,0.446,0.62,5.212
"1329",5,"Indiana","Orange","0.126",0.628,0.287,0.464,0.654,6.479
"1330",5,"Indiana","Owen","0.181",0.681,0.331,0.489,0.554,4.712
"1331",5,"Indiana","Parke","0.08",0.665,0.326,0.495,0.573,10.966
"1332",5,"Indiana","Perry","0.163",0.651,0.269,0.526,0.6,5.145
"1333",5,"Indiana","Pike","0.132",0.654,0.327,0.468,0.571,6.044
"1334",5,"Indiana","Porter","0.615",0.685,0.544,0.377,0.564,1.9
"1335",5,"Indiana","Posey","0.198",0.661,0.343,0.434,0.602,4.16
"1336",5,"Indiana","Pulaski","0.074",0.685,0.342,0.47,0.647,13.871
"1337",5,"Indiana","Putnam","0.116",0.7,0.406,0.514,0.618,10.881
"1338",5,"Indiana","Randolph","0.093",0.695,0.311,0.465,0.575,8.54
"1339",5,"Indiana","Ripley","0.157",0.705,0.348,0.527,0.78,9.322
"1340",5,"Indiana","Rush","0.143",0.696,0.296,0.478,0.743,7.823
"1341",5,"Indiana","Scott","0.161",0.651,0.233,0.452,0.497,2.225
"1342",5,"Indiana","Shelby","0.186",0.698,0.323,0.487,0.599,5.019
"1343",5,"Indiana","Spencer","0.167",0.699,0.375,0.455,0.655,6.609
"1344",5,"Indiana","St. Joseph","0.513",0.667,0.48,0.403,0.473,1.69
"1345",5,"Indiana","Starke","0.105",0.697,0.344,0.418,0.469,5.374
"1346",5,"Indiana","Steuben","0.158",0.702,0.404,0.443,0.599,6.599
"1347",5,"Indiana","Sullivan","0.112",0.665,0.391,0.46,0.574,8.657
"1348",5,"Indiana","Switzerland","0.118",0.677,0.295,0.435,0.46,3.681
"1349",5,"Indiana","Tippecanoe","0.344",0.672,0.469,0.457,0.501,2.989
"1350",5,"Indiana","Tipton","0.079",0.669,0.318,0.454,0.696,12.605
"1351",5,"Indiana","Union","0.094",0.705,0.244,0.491,0.465,5.025
"1352",5,"Indiana","Vanderburgh","0.752",0.62,0.278,0.355,0.549,0.417
"1353",5,"Indiana","Vermillion","0.181",0.695,0.288,0.467,0.537,3.664
"1354",5,"Indiana","Vigo","0.332",0.628,0.357,0.442,0.525,2.106
"1355",5,"Indiana","Wabash","0.099",0.702,0.365,0.475,0.667,11.576
"1356",5,"Indiana","Warren","0.102",0.723,0.31,0.546,0.541,9.382
"1357",5,"Indiana","Warrick","0.324",0.656,0.404,0.423,0.632,3.127
"1358",5,"Indiana","Washington","0.119",0.658,0.313,0.433,0.571,5.739
"1359",5,"Indiana","Wayne","0.184",0.687,0.319,0.422,0.534,3.376
"1360",5,"Indiana","Wells","0.129",0.703,0.308,0.457,0.611,6.569
"1361",5,"Indiana","White","0.12",0.697,0.447,0.502,0.587,10.591
"1362",5,"Indiana","Whitley","0.183",0.713,0.324,0.455,0.573,4.462
"1363",5,"Michigan","Alcona","0.086",0.762,0.347,0.457,0.474,8.627
"1364",5,"Michigan","Alger","0.104",0.738,0.301,0.473,0.602,8.491
"1365",5,"Michigan","Allegan","0.135",0.706,0.51,0.372,0.555,7.9
"1366",5,"Michigan","Alpena","0.131",0.713,0.354,0.485,0.516,6.576
"1367",5,"Michigan","Antrim","0.129",0.753,0.387,0.395,0.499,5.681
"1368",5,"Michigan","Arenac","0.066",0.78,0.369,0.389,0.492,10.429
"1369",5,"Michigan","Baraga","0.255",0.603,0.38,0.48,0.555,3.462
"1370",5,"Michigan","Barry","0.068",0.715,0.447,0.372,0.487,11.412
