tribe,time,avg_amen_rank_t1,avg_amen_rank_t2,avg_lat_t1,avg_lon_t1,avg_lat_t2,avg_lon_t2,mid_lat_t1,mid_lon_t1,mid_lat_t2,mid_lon_t2,n_record,n_unique_FIPS_t1,n_unique_FIPS_t2,avg_dist,mid_dist
Confederated Bands of Willamette Valley,Time 1 only,5.266666666666667,NaN,44.938767831423355,-122.65477919773242,NaN,NaN,44.94134483573069,-122.65374327149573,NaN,NaN,15,15,1,NaN,NaN
Corchaug,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
Cu-lee,Time 1 only,6.25,NaN,38.56872337873275,-120.58614672511843,NaN,NaN,38.56996216483193,-120.58660660001422,NaN,NaN,4,4,1,NaN,NaN
Da-no-ha-bo,Time 1 only,6.25,NaN,38.64053340256244,-122.23114446527605,NaN,NaN,38.64104134934408,-122.23001132902802,NaN,NaN,4,4,1,NaN,NaN
Das-pia,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Doc-duc,Time 1 only,5.444444444444445,NaN,39.62028733178481,-122.41769576659708,NaN,NaN,39.621491874222585,-122.41636173264395,NaN,NaN,9,9,1,NaN,NaN
E-eh,Time 1 only,5.333333333333333,NaN,41.27871864540987,-122.12640807768787,NaN,NaN,41.28320932118734,-122.13115411153947,NaN,NaN,3,3,1,NaN,NaN
Eel River,Time 1 only,2.769230769230769,NaN,39.84765523731974,-83.99829816109649,NaN,NaN,39.86609989465997,-84.01415647381725,NaN,NaN,104,104,1,NaN,NaN
Es-ki-un,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
Florida tribes,Time 1 only,4.787878787878788,NaN,28.99605334331551,-82.73298842845828,NaN,NaN,NaN,NaN,NaN,NaN,67,67,1,NaN,NaN
Grave Creek,Time 1 only,5.5,NaN,42.6358707044862,-123.40265700216878,NaN,NaN,42.63706926225287,-123.4034161356286,NaN,NaN,4,4,1,NaN,NaN
Ha-bi-na-po,Time 1 only,6.25,NaN,38.64053340256244,-122.23114446527605,NaN,NaN,38.64104134934408,-122.23001132902802,NaN,NaN,4,4,1,NaN,NaN
Hammonassets,Time 1 only,4.5,NaN,41.43399144772923,-72.73674281151037,NaN,NaN,41.43416382566554,-72.73682189468342,NaN,NaN,2,2,1,NaN,NaN
Ho-lo-cla-me,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
Ho-lo-lu-pi,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
Hol-cu-ma,Time 1 only,5.6,NaN,36.69249274353947,-119.74970868215169,NaN,NaN,36.694045152477386,-119.74739209682235,NaN,NaN,5,5,1,NaN,NaN
Hol-mi-uk,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
How-ech-ee,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
How-ku-ma,Time 1 only,6.25,NaN,38.64053340256244,-122.23114446527605,NaN,NaN,38.64104134934408,-122.23001132902802,NaN,NaN,4,4,1,NaN,NaN
I-da-kar-I-waka-ha,Time 1 only,5.333333333333333,NaN,41.27871864540987,-122.12640807768787,NaN,NaN,41.28320932118734,-122.13115411153947,NaN,NaN,3,3,1,NaN,NaN
I-ka-ruck,Time 1 only,5.333333333333333,NaN,41.27871864540987,-122.12640807768787,NaN,NaN,41.28320932118734,-122.13115411153947,NaN,NaN,3,3,1,NaN,NaN
I-o-no-hum-ne,Time 1 only,6.4,NaN,37.91124402742752,-120.83890360849057,NaN,NaN,37.91358947386725,-120.83963530457049,NaN,NaN,10,10,1,NaN,NaN
I-tach-ee,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
In-tim-peach,Time 1 only,5.6,NaN,36.69249274353947,-119.74970868215169,NaN,NaN,36.694045152477386,-119.74739209682235,NaN,NaN,5,5,1,NaN,NaN
Jemez Pueblo,Time 1 only,5,NaN,35.69008867730724,-106.869263410228,NaN,NaN,35.690088677307244,-106.86926341022799,NaN,NaN,1,1,1,NaN,NaN
King's river,Time 1 only,6,NaN,36.22156798722475,-118.80206565843989,NaN,NaN,36.22156798722475,-118.80206565843989,NaN,NaN,1,1,1,NaN,NaN
Ko-se-tah,Time 1 only,5.333333333333333,NaN,41.27871864540987,-122.12640807768787,NaN,NaN,41.28320932118734,-122.13115411153947,NaN,NaN,3,3,1,NaN,NaN
Ko-ya-te,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Loc-lum-ne,Time 1 only,6.25,NaN,38.56872337873275,-120.58614672511843,NaN,NaN,38.56996216483193,-120.58660660001422,NaN,NaN,4,4,1,NaN,NaN
Lumbee,Time 1 only,3.2142857142857144,NaN,34.81815917160168,-78.52877466927856,NaN,NaN,34.819198156480546,-78.52832786018391,NaN,NaN,14,14,1,NaN,NaN
Mannansett,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
Mas-su-ta-ka-ya,Time 1 only,6.5,NaN,39.416219860442226,-123.12379934045016,NaN,NaN,39.41691614991665,-123.11941402736048,NaN,NaN,6,6,1,NaN,NaN
Massa-adchu-es-et,Time 1 only,3.6,NaN,42.27453972943885,-70.98392161989892,NaN,NaN,42.275163392182506,-70.98257005347944,NaN,NaN,5,5,1,NaN,NaN
Massacoes,Time 1 only,4,NaN,41.80322152467206,-72.73103559636954,NaN,NaN,41.80322152467207,-72.73103559636954,NaN,NaN,1,1,1,NaN,NaN
Massapequas,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
Matinecock,Time 1 only,3.5,NaN,40.8231472779265,-73.39102262256714,NaN,NaN,40.82460205230933,-73.39151154059275,NaN,NaN,2,2,1,NaN,NaN
Me-dam-a-rec,Time 1 only,6.25,NaN,38.64053340256244,-122.23114446527605,NaN,NaN,38.64104134934408,-122.23001132902802,NaN,NaN,4,4,1,NaN,NaN
Meherrin,Time 1 only,3,NaN,36.532363551236706,-77.82392115893818,NaN,NaN,36.53281425730864,-77.82369278024879,NaN,NaN,6,6,1,NaN,NaN
Merrick,Time 1 only,4,NaN,40.74084331415893,-73.58942021381388,NaN,NaN,40.74084331415894,-73.58942021381388,NaN,NaN,1,1,1,NaN,NaN
Methow,Time 1 only,4.5,NaN,48.27787884042564,-118.06798566991105,NaN,NaN,48.28210408628398,-118.06471370701061,NaN,NaN,4,4,1,NaN,NaN
Mi-chop-da,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
Mitchigamia,Time 1 only,2.6666666666666665,NaN,39.170861574107235,-89.11000622833211,NaN,NaN,39.172868233486476,-89.11157636251184,NaN,NaN,54,54,1,NaN,NaN
Mo-al-kai,Time 1 only,6.25,NaN,38.64053340256244,-122.23114446527605,NaN,NaN,38.64104134934408,-122.23001132902802,NaN,NaN,4,4,1,NaN,NaN
Moki,Time 1 only,5,NaN,35.63057319401018,-111.04696296995863,NaN,NaN,35.632742647632256,-111.04500177838396,NaN,NaN,2,2,1,NaN,NaN
Mon-e-da,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Monacan,Time 1 only,3.0416666666666665,NaN,37.7456068950831,-77.98915805484219,NaN,NaN,37.746763390929395,-77.98901994636874,NaN,NaN,24,24,1,NaN,NaN
Moneton,Time 1 only,3.3333333333333335,NaN,37.60037439097217,-81.06214619808972,NaN,NaN,37.60192146100691,-81.06171584876665,NaN,NaN,36,36,1,NaN,NaN
Montauk,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
Munsee,Time 1 only,2.3333333333333335,NaN,41.143934459795666,-82.58706084423233,NaN,NaN,41.15410751317225,-82.56844192465813,NaN,NaN,15,15,1,NaN,NaN
Nambe,Time 1 only,5,NaN,35.50846116871701,-105.97744194618194,NaN,NaN,35.50846116871702,-105.97744194618194,NaN,NaN,1,1,1,NaN,NaN
Nem-shaw,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Nentego,Time 1 only,3.5,NaN,38.90834100244368,-76.12410027959761,NaN,NaN,38.91103488865276,-76.120931444144,NaN,NaN,6,6,1,NaN,NaN
New-chow-we,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Nir-muck,Time 1 only,5,NaN,40.12632193225977,-122.23670713255467,NaN,NaN,40.12632193225978,-122.23670713255466,NaN,NaN,1,1,1,NaN,NaN
Nissaquogue,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
No-to-no-to,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Noe-ma-noe-ma,Time 1 only,5.666666666666667,NaN,40.792582354973156,-121.49584879018359,NaN,NaN,40.795289922881864,-121.49500348704329,NaN,NaN,6,6,1,NaN,NaN
Noi-me-noi-me,Time 1 only,5.666666666666667,NaN,40.792582354973156,-121.49584879018359,NaN,NaN,40.795289922881864,-121.49500348704329,NaN,NaN,6,6,1,NaN,NaN
Nome Lackee,Time 1 only,6,NaN,39.7835152096966,-122.8139779221612,NaN,NaN,39.78494520656635,-122.81685402859323,NaN,NaN,2,2,1,NaN,NaN
Nook-choo,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
O-de-I-lah,Time 1 only,5.333333333333333,NaN,41.27871864540987,-122.12640807768787,NaN,NaN,41.28320932118734,-122.13115411153947,NaN,NaN,3,3,1,NaN,NaN
Okanagan,Time 1 only,4.545454545454546,NaN,48.0534006441896,-116.67941380573522,NaN,NaN,48.06092683835782,-116.67274528963966,NaN,NaN,11,11,1,NaN,NaN
On-o-po-ma,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Pal-wis-ha,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Palus,Time 1 only,3.5,NaN,46.71298582896145,-118.13278474051334,NaN,NaN,46.71460880124237,-118.13265456055744,NaN,NaN,4,4,1,NaN,NaN
Pas-ke-sa,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Piankeshaw,Time 1 only,2.762295081967213,NaN,39.59750745785925,-84.91337854157392,NaN,NaN,39.63737736566456,-84.9434286339311,NaN,NaN,122,122,1,NaN,NaN
Pillager,Time 1 only,2,NaN,47.38736477107513,-94.45296474307294,NaN,NaN,47.38860157495531,-94.4524422898218,NaN,NaN,4,4,1,NaN,NaN
Piscataway,Time 1 only,3.3043478260869565,NaN,38.968117582457616,-76.77688302199458,NaN,NaN,38.96957354765449,-76.77726924564656,NaN,NaN,23,23,1,NaN,NaN
Pit-cat-chee,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Po-ho-nee-chee,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Po-ken-well,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Po-to-yan-ti,Time 1 only,7,NaN,37.72225394021411,-120.28540160334119,NaN,NaN,37.723324638769064,-120.28613438201151,NaN,NaN,3,3,1,NaN,NaN
Pocumtuc,Time 1 only,3,NaN,42.35200950270084,-72.62587606402427,NaN,NaN,42.35201341829494,-72.62593419563834,NaN,NaN,3,3,1,NaN,NaN
Poquonok,Time 1 only,4,NaN,41.80322152467206,-72.73103559636954,NaN,NaN,41.80322152467207,-72.73103559636954,NaN,NaN,1,1,1,NaN,NaN
Powhatan Confederacy,Time 1 only,3.533333333333333,NaN,37.49726528078862,-77.0476013132496,NaN,NaN,37.49844478703748,-77.04663655501786,NaN,NaN,45,45,1,NaN,NaN
Pueblo of Santa Clara,Time 1 only,5,NaN,35.77822994960972,-106.59138690219584,NaN,NaN,35.77854956122984,-106.59169496114147,NaN,NaN,2,2,1,NaN,NaN
Pueblo of Santo Domingo,Time 1 only,5,NaN,35.599274923012125,-106.42335267820496,NaN,NaN,35.60009622812821,-106.42284668485154,NaN,NaN,2,2,1,NaN,NaN
Quinnipiac,Time 1 only,4.5,NaN,41.43399144772923,-72.73674281151037,NaN,NaN,41.43416382566554,-72.73682189468342,NaN,NaN,2,2,1,NaN,NaN
Roanoke,Time 1 only,4,NaN,36.01389866060138,-75.83837138757247,NaN,NaN,36.013958966332154,-75.83783960141045,NaN,NaN,2,2,1,NaN,NaN
Rockaway,Time 1 only,4,NaN,40.74084331415893,-73.58942021381388,NaN,NaN,40.74084331415894,-73.58942021381388,NaN,NaN,1,1,1,NaN,NaN
S'Homamish,Time 1 only,5.6,NaN,47.400602973786405,-122.94466775115846,NaN,NaN,47.402130104864604,-122.9412579129369,NaN,NaN,5,5,1,NaN,NaN
Sa-heh-wamish,Time 1 only,5.6,NaN,47.400602973786405,-122.94466775115846,NaN,NaN,47.402130104864604,-122.9412579129369,NaN,NaN,5,5,1,NaN,NaN
Sage-womnee,Time 1 only,6.4,NaN,37.91124402742752,-120.83890360849057,NaN,NaN,37.91358947386725,-120.83963530457049,NaN,NaN,10,10,1,NaN,NaN
Sai-nell,Time 1 only,6.5,NaN,39.416219860442226,-123.12379934045016,NaN,NaN,39.41691614991665,-123.11941402736048,NaN,NaN,6,6,1,NaN,NaN
San Imirio,Time 1 only,6,NaN,35.34472570899505,-118.72826277195672,NaN,NaN,35.34472570899505,-118.72826277195672,NaN,NaN,1,1,1,NaN,NaN
San Luis Rey,Time 1 only,6.333333333333333,NaN,33.787756665163954,-116.70959983388082,NaN,NaN,33.79177557461979,-116.70722123946359,NaN,NaN,6,6,1,NaN,NaN
Santo Domingo Pueblo,Time 1 only,5,NaN,35.69008867730724,-106.869263410228,NaN,NaN,35.690088677307244,-106.86926341022799,NaN,NaN,1,1,1,NaN,NaN
Sauk and Meskwaki,Time 1 only,2.5301204819277108,NaN,41.445282481965535,-92.73509445311102,NaN,NaN,41.46534340257903,-92.73733933458122,NaN,NaN,166,166,1,NaN,NaN
Sco-ton,Time 1 only,5.5,NaN,42.6358707044862,-123.40265700216878,NaN,NaN,42.63706926225287,-123.4034161356286,NaN,NaN,4,4,1,NaN,NaN
Se-na-hu-ow,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
Secatogue,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
Setauket,Time 1 only,4,NaN,40.879005642372356,-72.81052426426542,NaN,NaN,40.879005642372356,-72.81052426426544,NaN,NaN,1,1,1,NaN,NaN
Si-yan-te,Time 1 only,7,NaN,37.72225394021411,-120.28540160334119,NaN,NaN,37.723324638769064,-120.28613438201151,NaN,NaN,3,3,1,NaN,NaN
Sicoags,Time 1 only,4,NaN,41.80322152467206,-72.73103559636954,NaN,NaN,41.80322152467207,-72.73103559636954,NaN,NaN,1,1,1,NaN,NaN
Siletz,Time 1 only,5.35,NaN,44.57252477804868,-122.89229850234815,NaN,NaN,44.575498758127125,-122.89517474465806,NaN,NaN,20,20,1,NaN,NaN
Sim-sa-wa,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
Snake,Time 1 only,5.2,NaN,42.993793007779594,-120.52139285661359,NaN,NaN,43.00422760846432,-120.53313997040696,NaN,NaN,10,10,1,NaN,NaN
So-ho-nut,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
Steh-chass,Time 1 only,5.6,NaN,47.400602973786405,-122.94466775115846,NaN,NaN,47.402130104864604,-122.9412579129369,NaN,NaN,5,5,1,NaN,NaN
Steilacoom,Time 1 only,5.6,NaN,47.400602973786405,-122.94466775115846,NaN,NaN,47.402130104864604,-122.9412579129369,NaN,NaN,5,5,1,NaN,NaN
Su-ca-ah,Time 1 only,6.4,NaN,37.91124402742752,-120.83890360849057,NaN,NaN,37.91358947386725,-120.83963530457049,NaN,NaN,10,10,1,NaN,NaN
Su-nu,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
T'Peeksin,Time 1 only,5.6,NaN,47.400602973786405,-122.94466775115846,NaN,NaN,47.402130104864604,-122.9412579129369,NaN,NaN,5,5,1,NaN,NaN
Tall-in-chee,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Tamaroa,Time 1 only,2.6666666666666665,NaN,39.170861574107235,-89.11000622833211,NaN,NaN,39.172868233486476,-89.11157636251184,NaN,NaN,54,54,1,NaN,NaN
Tat-nah,Time 1 only,5.444444444444445,NaN,39.62028733178481,-122.41769576659708,NaN,NaN,39.621491874222585,-122.41636173264395,NaN,NaN,9,9,1,NaN,NaN
Te-jon,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
Tenino,Time 1 only,5,NaN,44.92148531719221,-120.39959999873712,NaN,NaN,44.92579965242029,-120.40131786324221,NaN,NaN,9,9,1,NaN,NaN
Timucua,Time 1 only,4,NaN,30.62902624709514,-82.59414725897477,NaN,NaN,30.631218086783527,-82.59258196143186,NaN,NaN,46,46,1,NaN,NaN
To-ci-a,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
To-e-ne-che,Time 1 only,5.6,NaN,36.69249274353947,-119.74970868215169,NaN,NaN,36.694045152477386,-119.74739209682235,NaN,NaN,5,5,1,NaN,NaN
To-to,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
Toc-de,Time 1 only,5.444444444444445,NaN,39.62028733178481,-122.41769576659708,NaN,NaN,39.621491874222585,-122.41636173264395,NaN,NaN,9,9,1,NaN,NaN
Tocobaga,Time 1 only,5,NaN,28.25237004493395,-82.10131760848265,NaN,NaN,28.252896428828347,-82.10056432336913,NaN,NaN,11,11,1,NaN,NaN
Toom-na,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Tu-huc-mach,Time 1 only,5.6,NaN,36.69249274353947,-119.74970868215169,NaN,NaN,36.694045152477386,-119.74739209682235,NaN,NaN,5,5,1,NaN,NaN
Tukudeka,Time 1 only,4,NaN,44.94691863347003,-113.93267385383982,NaN,NaN,44.94691863347003,-113.93267385383982,NaN,NaN,1,1,1,NaN,NaN
Tunxis,Time 1 only,4.333333333333333,NaN,41.557068140043505,-72.73484040646342,NaN,NaN,41.557183189601645,-72.73490047544544,NaN,NaN,3,3,1,NaN,NaN
Uva,Time 1 only,6.5,NaN,35.23453346797216,-118.60577693045695,NaN,NaN,35.24120542343882,-118.6071457168707,NaN,NaN,8,8,1,NaN,NaN
Wa-cha-et,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Wabanaki,Time 1 only,3.5,NaN,44.12250754225885,-71.42892712285806,NaN,NaN,44.13450992430452,-71.44179407472267,NaN,NaN,44,44,1,NaN,NaN
Wack-sa-che,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Wahpekuta,Time 1 only,2.5384615384615383,NaN,42.166691957824426,-94.4394558713406,NaN,NaN,42.1742391973642,-94.44864628358445,NaN,NaN,65,65,1,NaN,NaN
Wahpeton,Time 1 only,2.08,NaN,46.67681672602968,-98.00158144000571,NaN,NaN,46.679444064766194,-97.99357670128701,NaN,NaN,25,25,1,NaN,NaN
Wai-de-pa-can,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Wampanoag,Time 1 only,4,NaN,41.97592089049439,-70.84045169117915,NaN,NaN,41.97664450459812,-70.83831648042741,NaN,NaN,9,9,1,NaN,NaN
Wan-nuck,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Wangunks,Time 1 only,4,NaN,41.70725491718291,-72.53302453536588,NaN,NaN,41.70737062107324,-72.53309041613034,NaN,NaN,3,3,1,NaN,NaN
Wat-sa-he-wa,Time 1 only,5.333333333333333,NaN,41.27871864540987,-122.12640807768787,NaN,NaN,41.28320932118734,-122.13115411153947,NaN,NaN,3,3,1,NaN,NaN
We-chil-la,Time 1 only,6.4,NaN,37.91124402742752,-120.83890360849057,NaN,NaN,37.91358947386725,-120.83963530457049,NaN,NaN,10,10,1,NaN,NaN
We-mal-che,Time 1 only,5.833333333333333,NaN,36.840458473050965,-119.77594107199394,NaN,NaN,36.84177230562359,-119.773753286924,NaN,NaN,6,6,1,NaN,NaN
Wea,Time 1 only,2.7099236641221376,NaN,39.764908147288,-84.87577423644002,NaN,NaN,39.79946209640676,-84.89633192103113,NaN,NaN,131,131,1,NaN,NaN
Wic-chum-ne,Time 1 only,5.6,NaN,36.69249274353947,-119.74970868215169,NaN,NaN,36.694045152477386,-119.74739209682235,NaN,NaN,5,5,1,NaN,NaN
Wichita,Time 1 only,3.25,NaN,35.402582516131595,-98.16913164545014,NaN,NaN,35.40281679220842,-98.16862852237385,NaN,NaN,4,4,1,NaN,NaN
Wil-lay,Time 1 only,5.444444444444445,NaN,39.62028733178481,-122.41769576659708,NaN,NaN,39.621491874222585,-122.41636173264395,NaN,NaN,9,9,1,NaN,NaN
Winnibagoshish,Time 1 only,2,NaN,47.38736477107513,-94.45296474307294,NaN,NaN,47.38860157495531,-94.4524422898218,NaN,NaN,4,4,1,NaN,NaN
Wo-la-si,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Wo-pum-ne,Time 1 only,6.25,NaN,38.56872337873275,-120.58614672511843,NaN,NaN,38.56996216483193,-120.58660660001422,NaN,NaN,4,4,1,NaN,NaN
Wo-wol,Time 1 only,6,NaN,36.03912338475988,-118.68998327620194,NaN,NaN,36.04213608993132,-118.69182383731905,NaN,NaN,4,4,1,NaN,NaN
Y-lac-ca,Time 1 only,5.666666666666667,NaN,40.792582354973156,-121.49584879018359,NaN,NaN,40.795289922881864,-121.49500348704329,NaN,NaN,6,6,1,NaN,NaN
Ya-cum-na,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Ya-ma-do,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Ya-wil-chine,Time 1 only,6.357142857142857,NaN,36.97093931568659,-120.3070801524884,NaN,NaN,36.9783718738219,-120.30507921712349,NaN,NaN,14,14,1,NaN,NaN
Yas-see,Time 1 only,6.25,NaN,38.56872337873275,-120.58614672511843,NaN,NaN,38.56996216483193,-120.58660660001422,NaN,NaN,4,4,1,NaN,NaN
Yo-kol,Time 1 only,5.6,NaN,36.69249274353947,-119.74970868215169,NaN,NaN,36.694045152477386,-119.74739209682235,NaN,NaN,5,5,1,NaN,NaN
Yo-lum-ne,Time 1 only,6,NaN,36.03912338475988,-118.68998327620194,NaN,NaN,36.04213608993132,-118.69182383731905,NaN,NaN,4,4,1,NaN,NaN
Yol-la-mer,Time 1 only,5.666666666666667,NaN,39.11552444750543,-121.06603363764607,NaN,NaN,39.1162812495122,-121.06717551033233,NaN,NaN,6,6,1,NaN,NaN
Yu-ki-as,Time 1 only,6.285714285714286,NaN,39.51766301355902,-122.99707188217938,NaN,NaN,39.51867825341353,-122.99440828178653,NaN,NaN,7,7,1,NaN,NaN
Yuma,Time 1 only,5.333333333333333,NaN,33.18041508187703,-114.41798281800706,NaN,NaN,33.18221873858056,-114.41860722220244,NaN,NaN,3,3,1,NaN,NaN
Yut-duc,Time 1 only,5.8,NaN,39.727836552999484,-121.31008512444531,NaN,NaN,39.729368787140345,-121.30914928742234,NaN,NaN,5,5,1,NaN,NaN
Achomawi,Time 2 only,NaN,7,NaN,NaN,39.44070848713343,-123.39124871176772,NaN,NaN,39.440708487133435,-123.39124871176772,1,1,1,NaN,NaN
Alabama,Time 2 only,NaN,4,NaN,NaN,30.795138009137688,-94.82768803329644,NaN,NaN,30.795138009137695,-94.82768803329643,1,1,1,NaN,NaN
Alabama Quassarte,Time 2 only,NaN,3.6363636363636362,NaN,NaN,35.7243807364866,-95.89698607301811,NaN,NaN,35.72515255133145,-95.8983309003219,11,1,11,NaN,NaN
Cahto,Time 2 only,NaN,7,NaN,NaN,39.44070848713343,-123.39124871176772,NaN,NaN,39.440708487133435,-123.39124871176772,1,1,1,NaN,NaN
Chitimacha,Time 2 only,NaN,4,NaN,NaN,29.69287855998346,-91.44713444087985,NaN,NaN,29.69287855998346,-91.44713444087985,1,1,1,NaN,NaN
Chumash,Time 2 only,NaN,7,NaN,NaN,34.726305871830135,-120.02270085420965,NaN,NaN,34.72630587183013,-120.02270085420965,1,1,1,NaN,NaN
