"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","471","28","          Chemicals and allied products",23196,29038,35885,38489,41924,47877,61495,77196,120438,131415,158045,170809,196029,226577,247555,275048,272413,232634,268639,362525,377133,400909,414577,507851,541609,506340,523529,521467,604899,661337,756861,858846
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","474","29","          Petroleum and coal products",12399,11111,11590,12844,14705,18120,31696,33285,36858,28157,33757,46466,60220,94788,94937,101302,103283,106637,112316,114712,115349,118714,139170,145984,97438,128585,136831,215161,228918,179249,116381,"(D)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","477","30","          Rubber and miscellaneous plastics products",46533,48382,52483,58838,71555,86217,87194,105869,132849,181944,230654,250386,276826,274512,277819,328775,334465,364680,423458,455404,486049,503052,491629,445130,474314,502307,524634,502461,562681,586610,600707,603666
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","480","31","          Leather and leather products",113,102,204,302,934,1738,565,803,961,1519,1748,1393,2048,3103,4255,3940,3543,3312,4463,5623,"(D)","(D)",7276,9930,13137,13558,15243,16152,19323,21334,"(D)","(D)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","500","E","      Transportation and public utilities",130732,149386,172981,199527,230538,261989,299702,352620,427780,510526,594668,672302,810638,894829,943949,1061811,1208634,1279183,1310062,1359091,1481619,1632280,1682062,1874226,1965498,2189730,2183311,2343338,2231055,2405873,3068215,3137903
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","510","40","        Railroad transportation",3451,3487,3546,4245,5390,5895,5967,7265,8587,9432,10798,12952,14820,13448,12702,15020,16097,17396,18868,16309,14939,15074,13994,15715,16498,16638,"(D)","(D)","(D)",19253,20316,20927
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","520","42","        Trucking and warehousing",32580,38287,43531,54027,66546,76720,85690,104050,124934,158071,189336,202667,223760,224704,246568,299368,327667,363109,367808,313915,352033,368181,400114,391117,404206,456126,424280,485505,490087,513665,535841,608607
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","530","44","        Water transportation",985,629,663,865,1036,1121,1222,1062,1013,1671,2480,2010,3613,5721,7037,6754,7994,8236,12509,10944,13932,16948,26276,25922,29999,27658,21547,17971,17610,"(D)",29227,"(D)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","540","41, 45-47","        Other transportation","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",170056,154584,179977,199722,240320,242751,309375,360512,390750,376354,402737,391439,465237,"(D)","(D)","(D)","(D)",619876,"(D)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","541","41","          Local and interurban passenger transit",5446,6252,7614,8500,9823,10112,20297,24102,30466,32192,20777,25251,31294,34762,34074,37645,39825,40805,47044,48666,50621,57197,60857,60640,63129,88092,74712,82297,88771,89037,117267,149636
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","542","45","          Transportation by air",5522,5886,10774,12400,12825,14260,17163,23028,28720,28521,37163,44662,52796,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",159600,204575,219008,236960,222666,234028,265177,248148
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","543","46","          Pipelines, except natural gas","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",3173,2924,"(D)","(D)","(D)","(D)",2765,"(D)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","544","47","          Transportation services",2431,3026,3412,4292,5767,9085,9630,12947,20045,25954,30769,25115,45859,66876,60700,73637,80745,109235,100370,114728,134534,138962,148406,159761,165537,169646,174227,187147,200586,207851,234667,256547
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","560","48","        Communications","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",378157,409737,426664,506243,476614,474173,492253,524725,556022,600367,742674,803819,893757,913114,966764,890970,985728,1474441,1381395
