FIPS,amen_region_census,amen_rural_urban,amen_urban_inf,amen_low,amen_sun,amen_high,amen_humid,amen_topo,amen_per_water,amen_log_water,amen_scale,amen_rank
1001,6,2,2,47.4,130,81,66,14,1.4,4.944,0.78,4
1003,6,2,2,51.9,152,80.6,72,4,21.24,7.661,1.82,4
1005,6,6,5,48.8,152,81,69,4,2.17,5.378,0.19,4
1007,6,6,6,44.8,130,80.8,66,14,0.5,3.916,-0.15,3
1009,6,2,2,41.9,130,78.4,66,14,0.76,4.336,0.23,4
1011,6,6,6,47.8,149,80.2,67,4,0.17,2.81,-1.08,3
1013,6,7,8,49.2,152,80.8,69,4,0.13,2.602,-1.16,3
1015,6,3,2,42.8,130,79.2,66,15,0.63,4.141,0.22,4
1017,6,5,8,44.2,149,79.2,67,5,0.95,4.557,-0.34,3
1019,6,6,6,42.8,130,79.2,66,9,7.81,6.66,0.64,4
1021,6,6,6,44.6,130,80,66,14,0.96,4.566,0.38,4
1023,6,9,9,47.4,152,80.5,69,13,0.8,4.377,0.92,4
1025,6,7,8,47.4,152,80.5,69,14,1.13,4.726,1.26,4
1027,6,9,9,44.2,149,79.2,67,15,0.15,2.731,0.21,4
1029,6,6,4,44.2,149,79.2,67,15,0.15,2.73,0.21,4
1031,6,4,5,50.5,152,80.5,69,4,0.2,2.973,-0.66,3
1033,6,3,2,41.3,130,80.1,65,14,4.66,6.145,0.7,4
1035,6,7,8,48.4,152,80.5,69,4,0.2,2.999,-1,3
1037,6,8,6,44.2,149,79.2,67,15,2.09,5.342,1.59,4
1039,6,7,8,49.2,152,80.8,69,4,0.88,4.481,-0.17,3
1041,6,6,6,48.5,152,80.3,69,4,0.21,3.05,-0.91,3
1043,6,6,5,40.9,130,78.3,66,14,2.17,5.38,0.64,4
1045,6,3,2,50.5,152,80.5,69,4,0.28,3.348,-0.47,3
1047,6,4,5,49.1,149,81.7,67,4,1.27,4.848,-0.18,3
1049,6,6,5,39.6,130,76.8,66,9,0.09,2.238,-1.6,3
1051,6,2,2,46,149,79.7,67,14,5.43,6.297,2.11,4
1053,6,6,6,50.5,152,80.3,69,4,0.58,4.068,-0.03,3
1055,6,3,2,42.8,130,79.2,66,15,2.55,5.54,0.96,4
1057,6,6,6,43.7,130,79.6,66,14,0.25,3.217,-0.38,3
1059,6,6,6,41.3,130,80.1,65,14,1.68,5.125,0.16,4
1061,6,6,6,49.8,152,81.1,69,4,0.45,3.797,-0.51,3
1063,6,8,6,47.4,149,81.1,67,4,2.13,5.359,-0.04,3
1065,6,6,6,47.4,149,81.1,67,14,1.94,5.268,1.43,4
1067,6,6,6,50.6,152,81.3,69,4,1.13,4.727,0.07,4
1069,6,3,2,50.6,152,81.3,69,4,0.22,3.107,-0.79,3
1071,6,6,5,41.1,130,78.6,66,16,4.26,6.055,1.25,4
1073,6,2,2,44.2,130,79.9,66,15,1,4.602,0.51,4
1075,6,9,9,43.7,130,79.6,66,14,0.1,2.326,-0.85,3
1077,6,3,2,41.3,130,80.1,65,14,6.86,6.531,0.9,4
1079,6,3,2,41.3,130,80.1,65,14,3.44,5.84,0.54,4
1081,6,4,5,46,149,79.7,67,4,1.11,4.708,-0.24,3
1083,6,2,2,41.2,130,79.2,65,4,6.43,6.466,-0.42,3
1085,6,8,6,47.5,149,81,67,4,0.98,4.583,-0.41,3
1087,6,6,5,47.8,149,80.2,67,4,0.44,3.792,-0.56,3
1089,6,2,2,40.9,130,79.5,65,6,0.98,4.58,-1.25,3
1091,6,7,8,47.4,149,81.1,67,4,0.59,4.078,-0.72,3
1093,6,7,8,41.4,130,78.2,66,14,0.29,3.369,-0.31,3
1095,6,4,5,40.9,130,77.6,66,6,9,6.803,0.37,4
1097,6,2,2,51.2,152,81.6,72,4,24.98,7.823,1.52,4
1099,6,7,8,48.4,152,80.5,69,14,0.84,4.426,1.27,4
1101,6,2,2,47.5,149,81,67,4,1.24,4.823,-0.28,3
1103,6,3,2,41.2,149,79.2,67,14,2.81,5.639,1.09,4
1105,6,7,8,47.4,149,81.1,67,14,0.63,4.149,0.84,4
1107,6,6,6,45,130,81.2,66,14,0.97,4.575,0.13,4
1109,6,6,5,49.1,152,80.2,69,4,0.16,2.758,-0.93,3
1111,6,7,8,44.2,149,79.2,67,14,0.52,3.959,0.71,4
1113,6,2,2,48.8,152,81,69,4,0.97,4.578,-0.24,3
1115,6,2,2,45,130,79.3,66,15,3.01,5.707,1.39,4
1117,6,2,2,45,130,79.3,66,15,1.81,5.2,1.12,4
1119,6,7,8,47.4,149,81.1,67,4,0.92,4.518,-0.48,3
1121,6,4,5,45,130,79.3,66,15,2.73,5.608,1.34,4
1123,6,6,5,46,149,79.7,67,14,6.3,6.445,2.19,4
1125,6,3,2,45,130,81.2,66,14,1.98,5.288,0.5,4
1127,6,6,5,43.7,130,79.6,66,14,1.35,4.909,0.51,4
1129,6,8,6,47.4,152,80.5,69,4,0.72,4.283,-0.49,3
1131,6,9,9,47.4,152,80.5,69,14,2.07,5.332,1.58,4
1133,6,6,6,41.4,130,78.2,66,14,2.76,5.619,0.88,4
4001,8,5,8,27.5,230,70.6,26,6,0.12,2.487,3.45,5
4003,8,4,5,47.6,260,79.5,28,12,0.79,4.373,7.13,7
4005,8,5,7,30.5,230,69.4,26,8,0.23,3.147,4.93,6
4007,8,4,4,42.6,248,77.9,20,17,0.58,4.068,7.5,7
4009,8,7,8,44.9,260,85,28,16,0.25,3.238,5.2,6
4011,8,7,8,46.3,260,86.4,28,21,0.08,2.039,5.18,6
4012,8,7,8,55.4,266,93.7,23,11,0.19,2.94,4.24,5
4013,8,0,1,51.2,248,91.2,20,17,0.23,3.116,4.87,6
4015,8,2,2,36.4,230,73.9,31,12,1.17,4.765,5.84,6
4017,8,5,8,32.6,230,78.3,26,6,0.06,1.863,1.91,4
4019,8,2,2,51.1,260,86.5,28,12,0.03,0.972,4.04,5
4021,8,1,1,50.6,248,91.1,20,11,0.08,2.125,3.36,5
4023,8,6,5,41.4,260,74,28,12,0.04,1.334,5.95,6
4025,8,4,3,35.8,230,72.8,31,17,0.06,1.774,5.21,6
4027,8,3,2,55.4,266,93.7,23,11,0.19,2.94,4.24,5
5001,7,7,7,40.3,146,80.9,60,1,4.38,6.083,-0.87,3
5003,7,7,8,45.4,140,81.2,66,1,1.9,5.245,-1.12,3
5005,7,7,8,36.8,150,79,51,19,5.52,6.313,2.64,5
5007,7,3,2,37.3,150,78,57,19,3.82,5.946,2.39,5
5009,7,7,8,37.2,150,78.5,57,20,1.77,5.175,1.98,4
5011,7,7,8,44.5,153,82.2,62,4,0.57,4.048,-1.06,3
5013,7,9,9,44.3,153,81.8,62,1,0.67,4.21,-1.35,3
5015,7,7,8,37.6,150,78.5,57,19,1.33,4.89,1.75,4
5017,7,7,8,45.4,140,81.2,66,1,6.78,6.519,-0.45,3
5019,7,7,7,42.9,153,81.6,62,15,1.95,5.271,1.15,4
5021,7,7,8,37.7,141,80.4,61,4,0.33,3.498,-2.3,2
5023,7,6,6,37.3,150,78.5,51,14,6.56,6.487,2.19,4
5025,7,8,6,44.3,153,81.8,62,4,0.18,2.902,-1.59,3
5027,7,7,7,45.7,153,81.6,62,4,0.1,2.28,-1.63,3
5029,7,6,6,40.7,143,81.7,61,9,1.85,5.221,-0.42,3
5031,7,5,7,39.5,141,81.2,61,4,0.31,3.443,-2.24,2
5033,7,3,2,39,150,82.2,51,19,1.45,4.974,1.44,4
5035,7,1,1,40.5,146,81.6,60,1,4.12,6.021,-1.05,3
5037,7,6,4,40.8,146,80.4,60,4,1.04,4.646,-0.95,3
5039,7,7,8,44.3,153,81.8,62,4,0.11,2.405,-1.85,3
5041,7,7,8,43.7,140,82.3,66,1,6.65,6.5,-1.04,3
5043,7,7,8,43.9,140,80.9,66,4,0.89,4.493,-1.24,3
5045,7,2,2,41.4,143,81.5,61,9,2.51,5.527,-0.08,3
5047,7,6,6,40.2,150,81.5,51,20,1.63,5.097,2.05,4
5049,7,9,8,36.6,150,78.5,51,14,0.34,3.536,0.51,4
5051,7,4,5,43.1,143,82.3,61,16,7.7,6.646,1.64,4
5053,7,6,6,42.5,143,80.6,61,4,0.19,2.967,-1.77,3
5055,7,7,7,38.5,141,80,61,4,0.37,3.609,-2,3
5057,7,6,6,42.2,153,81.4,62,4,1.7,5.133,-0.65,3
5059,7,6,6,43.1,143,82.3,61,15,1.16,4.755,0.49,4
5061,7,7,8,41.9,153,80.8,62,15,1.31,4.872,0.99,4
5063,7,7,8,37.5,141,79.2,61,14,1.01,4.615,0.09,4
5065,7,9,9,36.8,150,79,51,19,0.57,4.04,1.44,4
5067,7,7,8,40.2,141,81.2,61,1,1.23,4.816,-1.85,3
5069,7,3,2,44.2,140,83,66,4,3.17,5.759,-1.08,3
5071,7,7,8,40.5,150,81.7,51,20,3.01,5.708,2.37,5
5073,7,8,6,42.2,153,81.4,62,2,3.41,5.831,-0.59,3
5075,7,7,8,37.9,141,80.1,61,14,0.98,4.581,-0.1,3
5077,7,6,4,40.8,146,80.4,60,4,2.87,5.661,-0.42,3
5079,7,8,6,43.7,140,82.3,66,4,1.92,5.256,-1.24,3
5081,7,6,6,45.2,153,82.4,62,2,5.87,6.374,-0.06,3
5083,7,6,6,40.5,150,81.7,51,16,2.96,5.689,1.75,4
5085,7,2,2,42.8,146,82.3,60,1,4.61,6.133,-0.79,3
5087,7,8,6,37.1,150,78.6,57,20,0.02,0.708,-0.43,3
5089,7,9,9,36.8,150,79,51,19,6.66,6.501,2.74,5
5091,7,3,2,45.2,153,82.4,62,4,2.11,5.352,-0.3,3
5093,7,4,3,38.9,141,81.3,61,1,2.34,5.453,-1.76,3
5095,7,7,8,40.8,146,81,60,1,2.37,5.469,-1.13,3
5097,7,9,9,40.5,153,79.9,62,15,2.42,5.489,1.32,4
5099,7,7,8,43.3,153,82.5,62,4,0.13,2.581,-2.12,3
5101,7,9,9,37.2,150,78.5,57,20,0.03,0.936,-0.26,3
5103,7,7,7,43.7,153,82.1,62,4,0.97,4.575,-0.88,3
5105,7,8,6,41,143,80.8,61,16,1.7,5.138,0.89,4
5107,7,7,8,41.6,146,81.2,60,1,4.76,6.165,-0.68,3
5109,7,9,9,40.5,153,79.9,62,15,1.77,5.176,1.15,4
5111,7,6,4,38.6,141,80.7,61,1,0.74,4.304,-2.26,2
5113,7,7,8,41.2,150,79.9,51,15,0.35,3.556,1.08,4
5115,7,5,7,40.6,150,81.5,51,20,2.27,5.427,2.29,4
5117,7,8,6,41.1,146,81.4,60,1,4.41,6.089,-0.86,3
5119,7,2,2,39.5,143,81.4,61,15,4.57,6.126,0.85,4
5121,7,7,8,37.9,141,80.1,61,14,0.64,4.162,-0.32,3
5123,7,6,3,40.8,146,80.4,60,1,1.33,4.892,-1.28,3
5125,7,2,2,40.5,143,79.9,61,15,0.79,4.364,0.49,4
5127,7,6,6,40.8,150,81,51,16,0.47,3.847,1.02,4
5129,7,9,9,37.3,150,78.5,51,20,0.2,3.013,1.26,4
5131,7,3,2,39,150,82.2,51,16,1.78,5.18,1.1,4
5133,7,7,8,42.9,153,81,62,4,2.99,5.702,-0.13,3
5135,7,7,8,36.6,150,78.5,51,14,0.33,3.491,0.49,4
5137,7,9,9,37.3,150,78.5,51,19,0.47,3.842,1.55,4
5139,7,5,7,44.5,153,82.1,62,4,1.55,5.044,-0.5,3
5141,7,8,6,37.3,150,78.5,51,20,1.77,5.174,2.41,5
5143,7,3,2,37.1,150,78.6,57,19,0.61,4.111,1.22,4
5145,7,4,5,40.7,141,81.4,61,9,0.79,4.375,-0.84,3
5147,7,7,8,40.8,146,81,60,1,1.26,4.837,-1.47,3
5149,7,7,8,40.8,150,81.8,51,16,2.21,5.4,1.63,4
6001,9,0,1,45.6,171,71.3,74,16,10.2,6.927,5.13,6
6003,9,9,9,32.8,200,69.3,19,21,0.61,4.119,7.41,7
6005,9,6,4,45.8,185,77.4,22,20,1.94,5.266,7.23,7
6007,9,3,2,45.2,137,78.3,28,20,2.24,5.413,5.11,6
6009,9,6,6,36.8,185,67.5,22,20,1.61,5.084,8.27,7
6011,9,6,4,44.7,137,77.8,28,20,0.48,3.871,4.34,5
6013,9,0,1,49.3,171,61.6,74,16,10.21,6.928,8.36,7
6015,9,7,8,46.8,168,58.3,60,21,18.05,7.498,10.75,7
6017,9,1,1,40.4,137,73.5,28,21,4.46,6.099,6.1,6
6019,9,2,2,45.3,185,80.6,22,21,0.91,4.509,6.03,6
6021,9,6,6,43.7,137,78.9,28,21,0.93,4.534,4.38,5
6023,9,5,7,47.3,168,56.3,60,21,11.84,7.076,11.15,7
6025,9,4,3,53.9,258,92,18,11,6.85,6.529,6.45,6
6027,9,7,8,37.1,258,76.6,18,17,0.35,3.552,7.08,7
6029,9,2,2,47.5,185,83.9,22,21,0.25,3.22,4.84,6
6031,9,4,5,45,185,79.6,22,9,0.15,2.714,3.48,5
6033,9,6,3,42.3,137,73.4,28,21,5.35,6.282,6.55,6
6035,9,6,6,29.9,200,69.2,19,11,3.46,5.845,6.35,6
6037,9,0,1,54.5,224,68.5,68,21,14.57,7.284,10.33,7
6039,9,2,2,45.3,185,80.2,22,21,0.69,4.241,6,6
6041,9,0,1,46.9,168,66.7,60,16,37.24,8.223,8.14,7
6043,9,8,6,36.7,185,66.7,22,21,0.8,4.38,8.25,7
6045,9,4,3,47.9,168,56.5,60,20,9.52,6.859,10.93,7
6047,9,3,2,45.1,185,78.3,22,4,2.19,5.388,4.51,5
6049,9,7,8,28.6,137,65.8,28,12,6.17,6.424,4.99,6
6051,9,7,8,32.8,200,69.3,19,21,2.79,5.632,8.21,7
6053,9,2,2,50,171,61.9,74,21,11.91,7.083,9.24,7
6055,9,0,1,47.4,168,67.3,60,20,4.37,6.081,7.53,7
6057,9,4,4,34.3,137,63.5,28,21,1.73,5.155,7.26,7
6059,9,0,1,54.2,224,71.7,68,16,16.69,7.42,8.74,7
6061,9,1,1,44.9,137,77.4,28,21,6.39,6.46,6,6
6063,9,6,6,33.7,137,66.3,28,21,2.29,5.433,6.55,6
6065,9,0,1,52.1,224,76,68,21,1.31,4.875,6.64,6
6067,9,0,1,45.1,137,75.2,28,4,3.01,5.707,3.65,5
6069,9,6,3,48.7,171,66.5,74,20,0.12,2.491,5.2,6
6071,9,0,1,52,224,78.2,68,11,0.22,3.1,3.57,5
6073,9,0,1,55.2,224,69.6,68,21,7.1,6.566,9.78,7
6075,9,0,1,50.9,171,58.5,74,16,75,8.923,10.52,7
6077,9,2,2,44.6,185,76.7,22,4,1.89,5.241,4.77,6
6079,9,3,2,51.9,171,64.7,74,16,8.61,6.758,7.87,7
6081,9,0,1,49.5,171,65,74,16,39.4,8.279,8.19,7
6083,9,2,2,53.2,224,66.6,68,21,27.74,7.928,10.97,7
6085,9,0,1,49.5,171,68.4,74,20,1.02,4.625,5.95,6
6087,9,0,1,48.8,171,62.7,74,16,26.65,7.888,8.49,7
6089,9,3,2,33.7,137,68.8,28,21,1.61,5.081,5.69,6
6091,9,8,6,29.1,137,64,28,21,0.89,4.492,5.9,6
6093,9,7,8,33.9,168,71.9,60,21,0.95,4.558,3.36,5
6095,9,0,1,45,137,75.7,28,16,8.68,6.766,5.88,6
6097,9,0,1,46.1,168,66.8,60,20,10.87,6.991,7.93,7
6099,9,2,2,45.1,185,76.3,22,20,1.34,4.895,7.21,7
6101,9,3,2,45.5,137,78.8,28,1,1.01,4.617,1.72,4
6103,9,6,5,45.2,137,82.3,28,21,0.38,3.638,3.24,5
6105,9,6,6,36.5,168,70.8,60,21,0.9,4.502,4.07,5
6107,9,2,2,45.6,185,80.1,22,21,0.31,3.439,5.65,6
6109,9,6,6,43.9,185,77,22,21,1.71,5.141,7.1,7
6111,9,0,1,53.8,224,65.2,68,21,16.41,7.403,11.17,7
6113,9,0,1,45.4,137,76.9,28,20,1.02,4.625,5.1,6
6115,9,3,2,45.5,137,78.8,28,20,2.04,5.316,4.97,6
8001,8,0,1,29.9,214,73,36,4,0.49,3.882,2.48,5
8003,8,7,8,17.2,223,65,37,2,0.11,2.378,1.59,4
8005,8,0,1,29.9,214,73,36,5,0.29,3.352,2.35,5
8007,8,9,9,19.8,180,64.3,21,21,0.39,3.659,5.58,6
8009,8,9,9,29.3,223,78.1,35,6,0.05,1.678,0.48,4
8011,8,9,9,30,223,78.1,35,6,1.77,5.174,2.45,5
8013,8,0,1,33,214,73.9,36,21,1.19,4.779,5.82,6
8015,8,7,8,28.5,223,65.9,35,21,0.15,2.726,6.46,6
8017,8,9,9,27.9,223,75.3,35,5,0,0,-0.04,3
8019,8,8,4,26.8,214,62.7,36,21,0.25,3.238,6.96,7
8021,8,9,9,17.2,223,65,37,21,0.28,3.342,4.98,6
8023,8,9,9,17.2,223,65,37,21,0.27,3.301,4.96,6
8025,8,8,6,29.9,223,76.5,35,5,1.42,4.954,2.6,5
8027,8,8,6,22.6,223,62.9,35,17,0.14,2.624,5.61,6
8029,8,7,8,26.4,180,74.1,21,17,0.56,4.02,3.64,5
8031,8,0,1,29.9,214,73,36,4,1.03,4.638,2.88,5
8033,8,9,9,23,180,68.2,21,21,0.11,2.359,4.38,5
8035,8,1,1,27.5,214,70.3,36,21,0.31,3.444,5.15,6
8037,8,7,8,18,180,65.9,21,21,0.23,3.145,4.57,5
8039,8,8,4,27.5,214,70.3,36,5,0.01,0,0.9,4
8041,8,2,2,28.6,223,70.7,35,21,0.14,2.652,5.15,6
8043,8,6,5,36.7,223,75.5,35,21,0.07,1.894,4.82,6
8045,8,7,8,23.2,180,70.2,21,17,0.29,3.369,3.81,5
8047,8,8,4,26.8,214,62.7,36,21,0.26,3.256,6.97,7
8049,8,9,9,14.8,180,56.1,21,21,1.07,4.67,7.47,7
8051,8,7,8,10.6,180,61.9,21,21,0.64,4.162,4.94,6
8053,8,9,9,12.7,223,56.1,37,21,0.49,3.884,6.9,7
8055,8,6,6,33.5,223,71.4,35,17,0.15,2.7,5.2,6
8057,8,9,9,15.4,214,58.7,36,21,0.48,3.866,6.45,6
8059,8,0,1,31.9,214,73.1,36,21,0.77,4.34,5.61,6
8061,8,9,9,29.9,223,76.5,35,5,0.83,4.415,2.31,4
8063,8,7,8,29.7,211,74.9,42,4,0.03,1.161,-0.01,3
8065,8,7,8,18.1,223,56.6,35,21,1.83,5.207,8.52,7
8067,8,7,7,25.9,180,67.5,21,21,0.46,3.818,5.83,6
8069,8,3,2,26.8,214,70.8,36,21,1.24,4.817,5.62,6
8071,8,7,8,31,223,73.4,35,16,0.06,1.761,3.6,5
8073,8,8,6,27.7,223,71.4,35,5,0.01,0.148,1.05,4
8075,8,7,7,24.7,214,73.5,36,4,0.34,3.535,1.29,4
8077,8,5,7,26.6,180,78.7,21,17,0.4,3.688,2.26,4
8079,8,9,9,11.5,223,58,37,21,0.23,3.121,5.79,6
8081,8,7,8,17.3,180,66.6,21,21,0.18,2.906,4.14,5
8083,8,7,8,27.7,180,71.8,21,21,0.15,2.734,4.41,5
8085,8,7,8,26.4,180,72.5,21,16,0.09,2.168,2.94,5
8087,8,6,6,24.3,214,74,36,4,0.66,4.186,1.43,4
8089,8,6,6,29.9,223,76.5,35,6,0.54,3.994,2.24,4
8091,8,9,9,22,180,59.1,21,21,0.04,1.254,6.08,6
8093,8,8,4,25.2,214,62.3,36,21,0.45,3.812,7.11,7
8095,8,9,9,27.6,211,75,42,4,0.02,0.557,-0.71,3
8097,8,7,8,20.1,180,61.8,21,21,0.29,3.363,6.14,6
8099,8,7,8,29.3,223,78.1,35,5,0.24,3.184,1.13,4
8101,8,3,2,30.1,223,76.4,35,6,0.38,3.631,2.11,4
8103,8,9,9,21.6,180,66.9,21,17,0.06,1.795,3.59,5
8105,8,7,8,21.4,223,63.5,37,21,0.06,1.759,5.26,6
8107,8,7,8,14.9,180,61.6,21,21,0.27,3.301,5.29,6
8109,8,9,9,20.8,223,64.4,37,21,0.06,1.742,4.91,6
8111,8,9,9,16.9,180,55.5,21,21,0.22,3.098,7.16,7
8113,8,9,9,23,180,66.1,21,21,0.15,2.732,5.14,6
8115,8,9,9,27.7,214,76.1,36,4,0.25,3.209,0.92,4
8117,8,9,9,16,180,55.6,21,21,1.79,5.187,8.08,7
8119,8,6,6,27.8,214,66.4,36,21,0.34,3.521,6.29,6
8121,8,9,9,26.2,211,73.2,42,4,0.12,2.521,0.58,4
8123,8,3,2,24.5,214,73.3,36,4,0.72,4.278,1.7,4
8125,8,7,8,28.4,211,75.7,42,4,0.13,2.562,0.3,4
9001,1,2,2,30.2,162,73.8,69,15,25.23,7.833,2.25,4
9003,1,0,1,24.8,166,72.7,62,16,2.01,5.305,1.05,4
9005,1,4,5,23.7,144,70.1,62,16,2.61,5.564,1.04,4
9007,1,1,1,27.5,166,72.6,62,14,15.89,7.371,2.32,4
9009,1,2,2,28.9,162,72.3,69,15,29.73,7.997,2.52,5
9011,1,2,2,28,162,70,69,14,13.69,7.222,2.43,5
9013,1,1,1,25.3,166,69.9,62,14,1.67,5.116,1.48,4
9015,1,4,5,24.7,166,70.3,62,14,1.67,5.118,1.28,4
10001,5,3,2,35.1,158,77,70,1,26.18,7.87,-0.07,3
10003,5,2,2,32,152,75.8,67,5,13.62,7.217,0.01,3
10005,5,6,6,35,158,76.1,70,1,21.58,7.677,0.05,3
11001,5,0,1,35.6,149,78.7,70,4,10.17,6.924,-0.76,3
12001,5,3,2,57,184,81.1,75,1,9.79,6.887,2.44,5
12003,5,6,6,54.2,184,80.6,75,1,0.62,4.132,0.65,4
12005,5,3,2,53.8,180,81.9,74,1,26.09,7.867,2.15,4
12007,5,6,6,54.2,184,80.6,75,1,2.3,5.439,1.34,4
12009,5,2,2,61.2,203,81.8,79,1,34.6,8.149,3.93,5
12011,5,0,1,66.8,219,82.2,72,1,8.4,6.733,4.98,6
12013,5,8,6,53,180,80.9,74,4,1.22,4.802,1.12,4
12015,5,3,2,64,224,82.2,72,1,19.27,7.564,5.1,6
12017,5,4,6,59.3,203,81.8,79,1,24.52,7.805,3.43,5
12019,5,2,2,58.2,184,82.7,75,1,6.62,6.495,2.01,4
12021,5,3,2,65.2,224,82.4,72,1,12.13,7.101,5,6
12023,5,6,5,54.9,184,80.8,75,1,0.49,3.901,0.59,4
12025,5,0,1,67.2,219,82.3,72,1,19.97,7.599,5.48,6
12027,5,6,6,62.1,218,81.2,72,1,0.35,3.547,2.74,5
12029,5,9,9,54.4,184,80.8,75,1,18.49,7.522,2.42,5
12031,5,2,2,54.6,184,81,75,1,15.73,7.361,2.31,4
12033,5,2,2,52.1,180,81.8,74,4,25.76,7.854,2.34,5
12035,5,2,2,58,184,81.6,75,1,15.03,7.315,2.7,5
12037,5,7,8,53.3,180,80.9,74,1,47.98,8.476,2.66,5
12039,5,3,2,52.8,180,80.1,74,4,2.34,5.455,1.65,4
12041,5,8,6,54.4,184,80.8,75,1,1.87,5.228,1.21,4
12043,5,8,6,62.7,224,81.4,72,1,21.57,7.676,5.15,6
12045,5,6,6,53.7,180,81.4,74,1,25.23,7.833,2.25,4
12047,5,9,9,53.9,184,81.3,75,1,0.86,4.455,0.58,4
12049,5,6,6,61.8,218,81.3,72,1,0.16,2.771,2.25,4
12051,5,6,6,63.4,224,81.5,72,1,3.13,5.745,4.22,5
12053,5,0,1,60.2,203,80.8,79,1,18.81,7.54,3.71,5
12055,5,6,6,62.9,218,82.4,72,1,7.04,6.557,4.14,5
12057,5,0,1,60.4,218,81.9,72,1,17,7.439,4.32,5
12059,5,7,8,52.3,180,81.4,74,4,1.27,4.845,0.89,4
12061,5,4,5,62.5,218,81.9,72,1,18.43,7.519,4.72,6
12063,5,6,6,53,180,80.9,74,4,4.07,6.01,1.76,4
12065,5,6,6,52.7,180,80.6,74,4,6.11,6.415,2,4
12067,5,9,9,54.4,184,80.8,75,1,0.94,4.539,0.84,4
12069,5,1,1,60,203,81.7,79,1,17.59,7.472,3.4,5
12071,5,2,2,63.5,224,82.5,72,1,33.7,8.123,5.23,6
12073,5,3,2,52.6,180,81.1,74,4,4.99,6.213,1.75,4
12075,5,8,6,56.9,184,82.4,75,1,20.81,7.641,2.47,5
12077,5,8,6,52.6,180,81.1,74,1,0.86,4.46,0.36,4
12079,5,7,8,53.9,184,81.3,75,1,3.34,5.812,1.3,4
12081,5,2,2,61.3,218,81.2,72,1,16.98,7.437,4.66,6
12083,5,3,2,58.8,203,81.5,79,1,5.06,6.226,2.59,5
12085,5,2,2,65.4,219,82.2,72,1,26.19,7.871,5.34,6
12087,5,4,3,65.6,224,82.3,72,1,73.32,8.9,6.05,6
12089,5,2,2,55.3,184,81.6,75,1,10.23,6.931,2.04,4
12091,5,3,2,50.4,180,80.7,74,4,13.52,7.209,2.01,4
12093,5,6,6,62.3,218,81.2,72,1,13.19,7.185,4.7,6
12095,5,0,1,60.4,203,82.4,79,1,9.63,6.87,2.96,5
12097,5,1,1,62.5,218,81.9,72,1,12.25,7.11,4.5,5
12099,5,2,2,65.5,219,81.9,72,1,14.76,7.297,5.14,6
12101,5,0,1,60.5,203,81.7,79,1,14.17,7.257,3.37,5
12103,5,0,1,62.2,218,82.6,72,1,53.9,8.592,5.05,6
12105,5,2,2,60.8,218,81.6,72,1,6.73,6.512,3.98,5
12107,5,6,5,58.2,184,82.7,75,1,12.7,7.147,2.35,5
12109,5,2,2,56.8,184,80.9,75,1,25.86,7.858,2.98,5
12111,5,2,2,63.5,218,81.2,72,1,16.8,7.427,5.03,6
12113,5,2,2,52.1,180,81.8,74,4,12.07,7.096,1.94,4
12115,5,2,2,61.3,218,81.2,72,1,21.17,7.658,4.78,6
12117,5,0,1,60.2,203,81.8,79,1,10.63,6.969,3.14,5
12119,5,6,4,59,203,81,79,1,5.98,6.393,2.84,5
12121,5,7,8,54.9,184,80.8,75,1,0.62,4.12,0.7,4
12123,5,7,8,54.4,184,80.8,75,1,15.43,7.341,2.32,4
12125,5,8,6,54.2,184,80.6,75,1,3.77,5.933,1.6,4
12127,5,2,2,58.4,203,81,79,1,22.8,7.732,3.45,5
12129,5,8,6,53.2,180,81.5,74,1,17.54,7.47,1.95,4
12131,5,6,6,52.3,180,81.4,74,4,14.58,7.284,2.18,4
12133,5,6,6,53,180,80.9,74,4,5.84,6.37,1.95,4
13001,5,7,8,51.1,178,81.1,74,2,0.66,4.187,0.06,4
13003,5,9,9,50,174,80.2,78,2,1.75,5.164,0.24,4
13005,5,7,8,50.3,178,80.7,74,1,0.34,3.524,-0.47,3
13007,5,8,6,52.2,174,82.1,78,1,1.7,5.138,-0.07,3
13009,5,4,5,45.3,171,79.8,69,13,3.37,5.821,2.09,4
13011,5,8,6,41.4,156,75.4,70,4,0.09,2.146,-1.21,3
13013,5,1,1,44.5,156,78.4,70,4,0.39,3.655,-0.7,3
13015,5,1,1,43.1,138,79,67,15,2.27,5.426,1.17,4
13017,5,7,8,51.1,174,81.9,78,4,0.87,4.466,-0.1,3
13019,5,7,8,50,174,80.2,78,4,1.16,4.755,0.32,4
13021,5,2,2,47.8,171,81.4,69,13,2.03,5.311,1.81,4
13023,5,6,6,49,171,81.4,69,4,0.79,4.369,0.15,4
13025,5,9,9,51.9,178,81.1,74,1,0.67,4.212,0.05,3
13027,5,7,8,52.2,174,80.8,78,4,0.82,4.406,0.35,4
13029,5,2,2,49.5,178,80,74,1,2.81,5.639,0.7,4
13031,5,6,5,50,173,80.5,72,2,0.92,4.519,0.19,4
13033,5,6,6,45.8,173,80.4,72,2,0.54,3.985,-0.77,3
13035,5,6,4,45.1,171,79.3,69,13,1.79,5.187,1.86,4
13037,5,8,6,50.2,174,80.8,78,4,1.2,4.79,0.21,4
13039,5,6,6,54.1,178,82.3,74,1,19.5,7.575,1.88,4
13043,5,7,8,50,173,80.5,72,4,0.74,4.309,0.39,4
